   974  440.44    6.942   -9.36 9000.0    1.9508    0.0443   11.43  187.00    1.70   38.92    0.5300   36.74300   -1.30100 9000.000
   976  440.05    6.949   -9.47 9000.0    1.9509    0.0443   11.44  186.00    1.70   38.94    0.5300   36.74300   -1.30100 9000.000
   978  439.62    6.956   -9.58 9000.0    1.9509    0.0444   11.46  186.00    1.80   38.94    0.5300   36.74300   -1.30100 9000.000
   980  439.16    6.964   -9.64 9000.0    1.9510    0.0444   11.47  185.00    1.80   38.95    0.5300   36.74300   -1.30100 9000.000
   982  438.71    6.972   -9.70 9000.0    1.9510    0.0445   11.49  184.00    1.80   38.95    0.5300   36.74300   -1.30100 9000.000
   984  438.31    6.979   -9.80 9000.0    1.9510    0.0445   11.50  183.00    1.80   38.95    0.5300   36.74300   -1.30100 9000.000
   986  437.85    6.987   -9.91 9000.0    1.9510    0.0446   11.52  182.00    1.90   38.95    0.5300   36.74300   -1.30100 9000.000
   988  437.38    6.996   -9.90 9000.0    1.9112    0.0437   11.53  181.00    1.90   38.95    0.5200   36.74300   -1.30100 9000.000
   990  436.91    7.004   -9.92 9000.0    1.9111    0.0437   11.55  181.00    1.90   38.94    0.5200   36.74300   -1.30100 9000.000
   992  436.48    7.011  -10.05 9000.0    1.9111    0.0438   11.56  180.00    2.00   38.94    0.5200   36.74300   -1.30100 9000.000
   994  436.05    7.019  -10.18 9000.0    1.9111    0.0438   11.58  180.00    2.10   38.94    0.5200   36.74300   -1.30100 9000.000
   996  435.58    7.027  -10.19 9000.0    1.9111    0.0439   11.60  181.00    2.10   38.94    0.5200   36.74300   -1.30100 9000.000
   998  435.16    7.035  -10.26 9000.0    1.9111    0.0439   11.61  182.00    2.20   38.94    0.5200   36.74300   -1.30100 9000.000
  1000  434.79    7.041  -10.37 9000.0    1.9111    0.0440   11.62  183.00    2.30   38.93    0.5200   36.74300   -1.30100 9000.000
  1002  434.41    7.048  -10.42 9000.0    1.8711    0.0431   11.64  184.00    2.50   38.91    0.5100   36.74300   -1.30100 9000.000
  1004  433.97    7.056  -10.38 9000.0    1.8710    0.0431   11.65  186.00    2.60   38.88    0.5100   36.74300   -1.30100 9000.000
  1006  433.52    7.064  -10.34 9000.0    1.8709    0.0432   11.67  188.00    2.70   38.87    0.5100   36.74300   -1.30100 9000.000
  1008  433.07    7.072  -10.39 9000.0    1.8709    0.0432   11.68  190.00    2.80   38.87    0.5100   36.74300   -1.30100 9000.000
  1010  432.55    7.081  -10.47 9000.0    1.8709    0.0433   11.70  191.00    3.00   38.87    0.5100   36.74300   -1.30100 9000.000
  1012  432.03    7.090  -10.55 9000.0    1.8709    0.0433   11.72  193.00    3.10   38.87    0.5100   36.74300   -1.30100 9000.000
  1014  431.52    7.100  -10.59 9000.0    1.8311    0.0424   11.73  194.00    3.20   38.88    0.5000   36.74300   -1.30000 9000.000
  1016  430.98    7.109  -10.62 9000.0    1.8311    0.0425   11.75  195.00    3.20   38.88    0.5000   36.74300   -1.30000 9000.000
  1018  430.45    7.119  -10.66 9000.0    1.8311    0.0425   11.77  196.00    3.30   38.87    0.5000   36.74300   -1.30000 9000.000
  1020  429.87    7.129  -10.71 9000.0    1.8310    0.0426   11.79  197.00    3.30   38.86    0.5000   36.74300   -1.30000 9000.000
  1022  429.33    7.139  -10.73 9000.0    1.7909    0.0417   11.81  198.00    3.30   38.80    0.4900   36.74300   -1.30000 9000.000
  1024  428.81    7.148  -10.79 9000.0    1.7907    0.0418   11.83  199.00    3.40   38.77    0.4900   36.74300   -1.30000 9000.000
  1026  428.30    7.157  -10.84 9000.0    1.7905    0.0418   11.84  200.00    3.40   38.74    0.4900   36.74300   -1.30000 9000.000
  1028  427.83    7.166  -10.81 9000.0    1.7506    0.0409   11.86  200.00    3.40   38.72    0.4800   36.74300   -1.30000 9000.000
  1030  427.38    7.174  -10.79 9000.0    1.7506    0.0410   11.87  201.00    3.40   38.72    0.4800   36.74300   -1.30000 9000.000
  1032  426.93    7.182  -10.85 9000.0    1.7506    0.0410   11.89  201.00    3.50   38.71    0.4800   36.74400   -1.30000 9000.000
  1034  426.49    7.190  -10.84 9000.0    1.7506    0.0410   11.90  202.00    3.50   38.71    0.4800   36.74400   -1.30000 9000.000
  1036  426.09    7.197  -10.79 9000.0    1.7506    0.0411   11.91  202.00    3.60   38.71    0.4800   36.74400   -1.30000 9000.000
  1038  425.68    7.204  -10.81 9000.0    1.7506    0.0411   11.93  203.00    3.60   38.71    0.4800   36.74400   -1.30000 9000.000
  1040  425.25    7.212  -10.89 9000.0    1.7505    0.0412   11.94  203.00    3.70   38.70    0.4800   36.74400   -1.30000 9000.000
  1042  424.82    7.220  -10.91 9000.0    1.7107    0.0403   11.96  204.00    3.80   38.70    0.4700   36.74400   -1.30000 9000.000
  1044  424.40    7.227  -10.85 9000.0    1.7107    0.0403   11.97  204.00    3.90   38.69    0.4700   36.74400   -1.29900 9000.000
  1046  423.97    7.235  -10.91 9000.0    1.7107    0.0403   11.98  205.00    4.00   38.69    0.4700   36.74400   -1.29900 9000.000
  1048  423.52    7.243  -11.07 9000.0    1.7107    0.0404   12.00  205.00    4.10   38.70    0.4700   36.74400   -1.29900 9000.000
  1050  423.07    7.252  -11.18 9000.0    1.7108    0.0404   12.01  206.00    4.20   38.71    0.4700   36.74400   -1.29900 9000.000
  1052  422.63    7.260  -11.20 9000.0    1.7108    0.0405   12.02  206.00    4.30   38.71    0.4700   36.74400   -1.29900 9000.000
  1054  422.13    7.269  -11.21 9000.0    1.7109    0.0405   12.04  207.00    4.40   38.73    0.4700   36.74400   -1.29900 9000.000
  1056  421.64    7.278  -11.23 9000.0    1.7109    0.0406   12.06  208.00    4.50   38.73    0.4700   36.74400   -1.29900 9000.000
  1058  421.22    7.285  -11.15 9000.0    1.7109    0.0406   12.07  208.00    4.60   38.73    0.4700   36.74400   -1.29900 9000.000
  1060  420.74    7.294  -11.05 9000.0    1.7507    0.0416   12.09  209.00    4.70   38.73    0.4800   36.74400   -1.29900 9000.000
  1062  420.12    7.305  -11.13 9000.0    1.7506    0.0417   12.11  209.00    4.80   38.72    0.4800   36.74400   -1.29900 9000.000
  1064  419.46    7.317  -11.33 9000.0    1.7506    0.0417   12.13  209.00    4.90   38.72    0.4800   36.74400   -1.29900 9000.000
  1066  418.96    7.327  -11.44 9000.0    1.7506    0.0418   12.14  210.00    5.00   38.71    0.4800   36.74400   -1.29900 9000.000
  1068  418.62    7.333  -11.52 9000.0    1.7108    0.0409   12.16  210.00    5.10   38.71    0.4700   36.74400   -1.29900 9000.000
  1070  418.26    7.339  -11.61 9000.0    1.7108    0.0409   12.17  209.00    5.20   38.71    0.4700   36.74400   -1.29900 9000.000
  1072  417.87    7.346  -11.66 9000.0    1.7108    0.0409   12.18  209.00    5.30   38.72    0.4700   36.74400   -1.29800 9000.000
  1074  417.43    7.355  -11.68 9000.0    1.7108    0.0410   12.19  209.00    5.40   38.72    0.4700   36.74400   -1.29800 9000.000
  1076  416.94    7.364  -11.75 9000.0    1.7506    0.0420   12.21  208.00    5.40   38.72    0.4800   36.74400   -1.29800 9000.000
  1078  416.43    7.373  -11.86 9000.0    1.7108    0.0411   12.23  208.00    5.50   38.72    0.4700   36.74400   -1.29800 9000.000
  1080  415.95    7.382  -11.95 9000.0    1.7108    0.0411   12.24  207.00    5.50   38.72    0.4700   36.74400   -1.29800 9000.000
  1082  415.56    7.389  -11.97 9000.0    1.7109    0.0412   12.25  207.00    5.50   38.73    0.4700   36.74500   -1.29800 9000.000
  1084  415.17    7.396  -12.04 9000.0    1.7109    0.0412   12.27  206.00    5.50   38.73    0.4700   36.74500   -1.29800 9000.000
  1086  414.73    7.404  -12.12 9000.0    1.7108    0.0413   12.28  206.00    5.50   38.71    0.4700   36.74500   -1.29800 9000.000
  1088  414.26    7.413  -12.24 9000.0    1.7107    0.0413   12.30  205.00    5.50   38.69    0.4700   36.74500   -1.29800 9000.000
  1090  413.79    7.422  -12.36 9000.0    1.7106    0.0413   12.31  205.00    5.50   38.68    0.4700   36.74500   -1.29800 9000.000
  1092  413.33    7.430  -12.43 9000.0    1.7105    0.0414   12.33  204.00    5.50   38.65    0.4700   36.74500   -1.29800 9000.000
  1094  412.86    7.439  -12.52 9000.0    1.7104    0.0414   12.34  204.00    5.50   38.64    0.4700   36.74500   -1.29700 9000.000
  1096  412.44    7.447  -12.57 9000.0    1.7103    0.0415   12.36  203.00    5.50   38.62    0.4700   36.74500   -1.29700 9000.000
  1098  412.06    7.454  -12.67 9000.0    1.7103    0.0415   12.37  203.00    5.50   38.62    0.4700   36.74500   -1.29700 9000.000
  1100  411.58    7.463  -12.77 9000.0    1.7102    0.0416   12.38  202.00    5.50   38.61    0.4700   36.74500   -1.29700 9000.000
  1102  411.06    7.472  -12.86 9000.0    1.7102    0.0416   12.40  200.00    5.50   38.60    0.4700   36.74500   -1.29700 9000.000
  1104  410.42    7.484  -12.82 9000.0    1.7101    0.0417   12.42  199.00    5.50   38.59    0.4700   36.74500   -1.29700 9000.000
  1106  409.71    7.497  -12.70 9000.0    1.7498    0.0427   12.45  197.00    5.60   38.58    0.4800   36.74500   -1.29700 9000.000
  1108  409.04    7.510  -12.65 9000.0    1.7498    0.0428   12.47  194.00    5.60   38.57    0.4800   36.74500   -1.29700 9000.000
  1110  408.50    7.520  -12.64 9000.0    1.7100    0.0419   12.49  192.00    5.60   38.57    0.4700   36.74500   -1.29700 9000.000
  1112  408.11    7.527  -12.69 9000.0    1.7100    0.0419   12.50  189.00    5.70   38.56    0.4700   36.74500   -1.29700 9000.000
  1114  407.72    7.535  -12.66 9000.0    1.7099    0.0419   12.51  185.00    5.70   38.55    0.4700   36.74500   -1.29600 9000.000
  1116  407.25    7.543  -12.61 9000.0    1.7099    0.0420   12.53  182.00    5.70   38.55    0.4700   36.74500   -1.29600 9000.000
  1118  406.75    7.553  -12.53 9000.0    1.7099    0.0420   12.55  179.00    5.80   38.55    0.4700   36.74500   -1.29600 9000.000
  1120  406.26    7.562  -12.51 9000.0    1.7099    0.0421   12.56  175.00    5.80   38.55    0.4700   36.74500   -1.29600 9000.000
  1122  405.85    7.570  -12.52 9000.0    1.7498    0.0431   12.58  172.00    5.80   38.57    0.4800   36.74500   -1.29600 9000.000
  1124  405.47    7.577  -12.59 9000.0    1.7498    0.0432   12.59  168.00    5.80   38.58    0.4800   36.74500   -1.29600 9000.000
  1126  405.03    7.585  -12.55 9000.0    1.7498    0.0432   12.60  165.00    5.80   38.58    0.4800   36.74500   -1.29600 9000.000
  1128  404.60    7.593  -12.49 9000.0    1.7896    0.0442   12.62  162.00    5.80   38.58    0.4900   36.74500   -1.29600 9000.000
  1130  404.19    7.601  -12.50 9000.0    1.7896    0.0443   12.63  159.00    5.80   38.58    0.4900   36.74500   -1.29600 9000.000
  1132  403.70    7.610  -12.58 9000.0    1.7897    0.0443   12.65  156.00    5.70   38.59    0.4900   36.74500   -1.29600 9000.000
  1134  403.14    7.621  -12.54 9000.0    1.8294    0.0454   12.67  153.00    5.70   38.58    0.5000   36.74500   -1.29500 9000.000
  1136  402.56    7.632  -12.37 9000.0    1.8690    0.0464   12.69  149.00    5.70   38.56    0.5100   36.74500   -1.29500 9000.000
  1138  401.92    7.644  -12.25 9000.0    1.9087    0.0475   12.71  146.00    5.60   38.54    0.5200   36.74500   -1.29500 9000.000
  1140  401.24    7.657  -12.19 9000.0    1.9087    0.0476   12.74  143.00    5.50   38.54    0.5200   36.74500   -1.29500 9000.000
  1142  400.56    7.670  -12.12 9000.0    1.9087    0.0477   12.77  139.00    5.50   38.54    0.5200   36.74500   -1.29500 9000.000
  1144  399.96    7.681  -12.11 9000.0    1.9484    0.0487   12.79  136.00    5.50   38.53    0.5300   36.74500   -1.29500 9000.000
  1146  399.42    7.692  -12.10 9000.0    1.9484    0.0488   12.81  132.00    5.50   38.53    0.5300   36.74400   -1.29500 9000.000
  1148  398.95    7.701  -12.08 9000.0    1.9881    0.0498   12.83  128.00    5.50   38.53    0.5400   36.74400   -1.29500 9000.000
  1150  398.55    7.708  -12.16 9000.0    1.9882    0.0499   12.84  124.00    5.50   38.54    0.5400   36.74400   -1.29500 9000.000
  1152  398.12    7.717  -12.30 9000.0    2.0280    0.0509   12.86  120.00    5.50   38.55    0.5500   36.74400   -1.29500 9000.000
  1154  397.68    7.725  -12.30 9000.0    2.0679    0.0520   12.88  116.00    5.50   38.56    0.5600   36.74400   -1.29500 9000.000
  1156  397.25    7.733  -12.31 9000.0    2.0679    0.0521   12.90  113.00    5.60   38.57    0.5600   36.74400   -1.29500 9000.000
  1158  396.67    7.745  -12.39 9000.0    2.0679    0.0521   12.92  109.00    5.60   38.57    0.5600   36.74400   -1.29500 9000.000
  1160  396.00    7.757  -12.46 9000.0    2.1475    0.0542   12.95  106.00    5.70   38.58    0.5800   36.74400   -1.29500 9000.000
  1162  395.32    7.771  -12.53 9000.0    2.1475    0.0543   12.98  102.00    5.70   38.58    0.5800   36.74400   -1.29500 9000.000
  1164  394.66    7.783  -12.60 9000.0    2.1475    0.0544   13.00   99.00    5.80   38.58    0.5800   36.74400   -1.29400 9000.000
  1166  394.06    7.795  -12.72 9000.0    2.1872    0.0555   13.03   97.00    5.80   38.56    0.5900   36.74400   -1.29400 9000.000
  1168  393.51    7.806  -12.83 9000.0    2.1870    0.0556   13.06   95.00    5.80   38.54    0.5900   36.74300   -1.29400 9000.000
  1170  393.05    7.814  -12.91 9000.0    2.1870    0.0556   13.08   93.00    5.90   38.53    0.5900   36.74300   -1.29500 9000.000
  1172  392.70    7.821  -13.00 9000.0    2.1869    0.0557   13.09   91.00    5.90   38.52    0.5900   36.74300   -1.29500 9000.000
  1174  392.31    7.829  -13.08 9000.0    2.1867    0.0557   13.11   90.00    6.00   38.50    0.5900   36.74300   -1.29500 9000.000
  1176  391.85    7.838  -13.11 9000.0    2.1866    0.0558   13.13   89.00    6.10   38.48    0.5900   36.74300   -1.29500 9000.000
  1178  391.43    7.846  -13.15 9000.0    2.2264    0.0569   13.15   88.00    6.10   38.48    0.6000   36.74300   -1.29500 9000.000
  1180  390.99    7.854  -13.22 9000.0    2.2264    0.0569   13.17   87.00    6.20   38.48    0.6000   36.74300   -1.29500 9000.000
  1182  390.52    7.864  -13.31 9000.0    2.2264    0.0570   13.19   86.00    6.30   38.48    0.6000   36.74300   -1.29500 9000.000
  1184  390.10    7.872  -13.33 9000.0    2.2264    0.0571   13.21   86.00    6.40   38.48    0.6000   36.74300   -1.29500 9000.000
  1186  389.71    7.879  -13.36 9000.0    2.2264    0.0571   13.22   86.00    6.50   38.48    0.6000   36.74300   -1.29500 9000.000
  1188  389.28    7.888  -13.47 9000.0    2.2264    0.0572   13.24   85.00    6.70   38.48    0.6000   36.74300   -1.29500 9000.000
  1190  388.75    7.898  -13.55 9000.0    2.2661    0.0583   13.27   85.00    6.80   38.48    0.6100   36.74200   -1.29500 9000.000
  1192  388.19    7.909  -13.55 9000.0    2.2661    0.0584   13.29   85.00    7.00   38.48    0.6100   36.74200   -1.29500 9000.000
  1194  387.70    7.919  -13.63 9000.0    2.2660    0.0584   13.32   85.00    7.10   38.47    0.6100   36.74200   -1.29500 9000.000
  1196  387.33    7.926  -13.72 9000.0    2.2262    0.0575   13.33   85.00    7.20   38.46    0.6000   36.74200   -1.29500 9000.000
  1198  386.88    7.935  -13.77 9000.0    2.2261    0.0575   13.35   85.00    7.40   38.44    0.6000   36.74200   -1.29500 9000.000
  1200  386.31    7.946  -13.72 9000.0    2.2259    0.0576   13.38   85.00    7.50   38.42    0.6000   36.74200   -1.29500 9000.000
  1202  385.80    7.956  -13.73 9000.0    2.2258    0.0577   13.40   85.00    7.70   38.40    0.6000   36.74200   -1.29500 9000.000
  1204  385.37    7.965  -13.82 9000.0    2.2258    0.0578   13.42   86.00    7.80   38.40    0.6000   36.74100   -1.29500 9000.000
  1206  384.91    7.974  -13.96 9000.0    2.2259    0.0578   13.44   86.00    7.90   38.41    0.6000   36.74100   -1.29500 9000.000
  1208  384.42    7.983  -14.07 9000.0    2.1861    0.0569   13.47   86.00    8.10   38.41    0.5900   36.74100   -1.29500 9000.000
  1210  383.99    7.992  -14.11 9000.0    2.1863    0.0569   13.48   86.00    8.20   38.43    0.5900   36.74100   -1.29500 9000.000
  1212  383.57    8.000  -14.18 9000.0    2.1863    0.0570   13.50   86.00    8.30   38.43    0.5900   36.74100   -1.29500 9000.000
  1214  383.09    8.010  -14.29 9000.0    2.1863    0.0571   13.53   87.00    8.40   38.43    0.5900   36.74100   -1.29500 9000.000
  1216  382.52    8.021  -14.31 9000.0    2.1863    0.0572   13.55   86.00    8.50   38.43    0.5900   36.74100   -1.29500 9000.000
  1218  381.88    8.034  -14.35 9000.0    2.1862    0.0572   13.58   86.00    8.60   38.42    0.5900   36.74000   -1.29500 9000.000
  1220  381.23    8.047  -14.53 9000.0    2.1862    0.0573   13.61   86.00    8.70   38.42    0.5900   36.74000   -1.29500 9000.000
  1222  380.65    8.058  -14.60 9000.0    2.1860    0.0574   13.64   86.00    8.80   38.39    0.5900   36.74000   -1.29500 9000.000
  1224  380.26    8.066  -14.57 9000.0    2.1460    0.0564   13.65   85.00    8.90   38.36    0.5800   36.74000   -1.29500 9000.000
  1226  379.92    8.073  -14.60 9000.0    2.1459    0.0565   13.67   84.00    8.90   38.34    0.5800   36.74000   -1.29500 9000.000
  1228  379.48    8.082  -14.73 9000.0    2.1060    0.0555   13.69   84.00    8.90   38.32    0.5700   36.73900   -1.29500 9000.000
  1230  379.02    8.091  -14.86 9000.0    2.1456    0.0566   13.71   83.00    9.00   38.30    0.5800   36.73900   -1.29500 9000.000
  1232  378.57    8.100  -14.94 9000.0    2.1456    0.0567   13.73   82.00    9.00   38.30    0.5800   36.73900   -1.29500 9000.000
  1234  378.18    8.107  -14.95 9000.0    2.1058    0.0557   13.75   81.00    9.00   38.29    0.5700   36.73900   -1.29500 9000.000
  1236  377.79    8.115  -14.98 9000.0    2.1058    0.0557   13.76   80.00    9.00   38.29    0.5700   36.73900   -1.29500 9000.000
  1238  377.36    8.124  -15.10 9000.0    2.1058    0.0558   13.78   79.00    9.00   38.29    0.5700   36.73900   -1.29500 9000.000
  1240  376.93    8.132  -15.15 9000.0    2.1058    0.0559   13.80   78.00    9.00   38.29    0.5700   36.73900   -1.29500 9000.000
  1242  376.53    8.141  -15.13 9000.0    2.1059    0.0559   13.82   77.00    9.00   38.30    0.5700   36.73800   -1.29500 9000.000
  1244  376.14    8.148  -15.18 9000.0    2.1059    0.0560   13.84   76.00    9.10   38.30    0.5700   36.73800   -1.29500 9000.000
  1246  375.73    8.157  -15.30 9000.0    2.1060    0.0561   13.85   75.00    9.10   38.32    0.5700   36.73800   -1.29500 9000.000
  1248  375.25    8.166  -15.46 9000.0    2.1061    0.0561   13.87   74.00    9.10   38.33    0.5700   36.73800   -1.29500 9000.000
  1250  374.83    8.175  -15.54 9000.0    2.1061    0.0562   13.89   73.00    9.10   38.33    0.5700   36.73800   -1.29500 9000.000
  1252  374.45    8.182  -15.57 9000.0    2.1459    0.0573   13.91   72.00    9.10   38.34    0.5800   36.73800   -1.29500 9000.000
  1254  374.06    8.190  -15.63 9000.0    2.1459    0.0574   13.93   71.00    9.20   38.34    0.5800   36.73700   -1.29500 9000.000
  1256  373.70    8.198  -15.63 9000.0    2.1458    0.0574   13.94   71.00    9.20   38.33    0.5800   36.73700   -1.29500 9000.000
  1258  373.32    8.205  -15.62 9000.0    2.1458    0.0575   13.96   70.00    9.20   38.33    0.5800   36.73700   -1.29600 9000.000
  1260  372.90    8.214  -15.69 9000.0    2.1856    0.0586   13.98   69.00    9.20   38.33    0.5900   36.73700   -1.29600 9000.000
  1262  372.48    8.222  -15.80 9000.0    2.1856    0.0587   14.00   69.00    9.20   38.33    0.5900   36.73700   -1.29600 9000.000
  1264  372.08    8.230  -15.92 9000.0    2.1856    0.0587   14.02   68.00    9.20   38.33    0.5900   36.73700   -1.29600 9000.000
  1266  371.64    8.239  -16.00 9000.0    2.2253    0.0599   14.04   68.00    9.20   38.33    0.6000   36.73600   -1.29600 9000.000
  1268  371.19    8.248  -16.09 9000.0    2.2253    0.0600   14.06   67.00    9.30   38.33    0.6000   36.73600   -1.29600 9000.000
  1270  370.78    8.257  -16.18 9000.0    2.2253    0.0600   14.08   67.00    9.30   38.33    0.6000   36.73600   -1.29600 9000.000
  1272  370.40    8.264  -16.26 9000.0    2.2253    0.0601   14.10   66.00    9.30   38.33    0.6000   36.73600   -1.29600 9000.000
  1274  370.05    8.271  -16.29 9000.0    2.2253    0.0601   14.11   66.00    9.40   38.33    0.6000   36.73600   -1.29600 9000.000
  1276  369.70    8.279  -16.30 9000.0    2.2253    0.0602   14.13   66.00    9.40   38.33    0.6000   36.73600   -1.29600 9000.000
  1278  369.30    8.287  -16.39 9000.0    2.2253    0.0603   14.15   65.00    9.50   38.33    0.6000   36.73600   -1.29600 9000.000
  1280  368.91    8.295  -16.53 9000.0    2.2254    0.0603   14.17   65.00    9.50   38.34    0.6000   36.73600   -1.29600 9000.000
  1282  368.54    8.302  -16.58 9000.0    2.2254    0.0604   14.19   65.00    9.50   38.35    0.6000   36.73500   -1.29600 9000.000
  1284  368.13    8.311  -16.61 9000.0    2.2254    0.0605   14.21   64.00    9.60   38.35    0.6000   36.73500   -1.29600 9000.000
  1286  367.71    8.319  -16.69 9000.0    2.2254    0.0605   14.23   64.00    9.60   38.35    0.6000   36.73500   -1.29600 9000.000
  1288  367.31    8.327  -16.82 9000.0    2.2254    0.0606   14.25   64.00    9.60   38.35    0.6000   36.73500   -1.29600 9000.000
  1290  366.90    8.336  -16.95 9000.0    2.2254    0.0607   14.27   63.00    9.60   38.35    0.6000   36.73500   -1.29700 9000.000
  1292  366.47    8.344  -16.97 9000.0    2.2254    0.0607   14.29   63.00    9.60   38.35    0.6000   36.73500   -1.29700 9000.000
  1294  366.08    8.352  -17.01 9000.0    2.2254    0.0608   14.30   62.00    9.60   38.35    0.6000   36.73400   -1.29700 9000.000
  1296  365.70    8.360  -17.13 9000.0    2.2254    0.0609   14.32   62.00    9.60   38.35    0.6000   36.73400   -1.29700 9000.000
  1298  365.33    8.368  -17.18 9000.0    2.2254    0.0609   14.34   62.00    9.60   38.35    0.6000   36.73400   -1.29700 9000.000
  1300  364.94    8.376  -17.27 9000.0    2.2254    0.0610   14.36   61.00    9.60   38.35    0.6000   36.73400   -1.29700 9000.000
  1302  364.55    8.384  -17.36 9000.0    2.2254    0.0610   14.38   61.00    9.60   38.35    0.6000   36.73400   -1.29700 9000.000
  1304  364.16    8.392  -17.49 9000.0    2.2254    0.0611   14.40   61.00    9.60   38.34    0.6000   36.73400   -1.29700 9000.000
  1306  363.79    8.399  -17.53 9000.0    2.2254    0.0612   14.41   60.00    9.60   38.34    0.6000   36.73400   -1.29700 9000.000
  1308  363.46    8.406  -17.49 9000.0    2.2253    0.0612   14.43   60.00    9.60   38.33    0.6000   36.73300   -1.29700 9000.000
  1310  363.09    8.414  -17.55 9000.0    2.2253    0.0613   14.45   59.00    9.60   38.33    0.6000   36.73300   -1.29700 9000.000
  1312  362.69    8.422  -17.71 9000.0    2.2253    0.0614   14.47   59.00    9.60   38.33    0.6000   36.73300   -1.29700 9000.000
  1314  362.29    8.431  -17.79 9000.0    2.2253    0.0614   14.49   59.00    9.60   38.33    0.6000   36.73300   -1.29800 9000.000
  1316  361.89    8.439  -17.78 9000.0    2.2253    0.0615   14.51   58.00    9.60   38.33    0.6000   36.73300   -1.29800 9000.000
  1318  361.51    8.447  -17.84 9000.0    2.2254    0.0616   14.53   57.00    9.60   38.34    0.6000   36.73300   -1.29800 9000.000
  1320  361.12    8.455  -17.93 9000.0    2.2254    0.0616   14.54   57.00    9.50   38.34    0.6000   36.73200   -1.29800 9000.000
  1322  360.77    8.462  -17.94 9000.0    2.2254    0.0617   14.56   56.00    9.50   38.35    0.6000   36.73200   -1.29800 9000.000
  1324  360.41    8.469  -18.01 9000.0    2.2254    0.0617   14.58   55.00    9.40   38.35    0.6000   36.73200   -1.29800 9000.000
  1326  360.00    8.478  -18.12 9000.0    2.2652    0.0629   14.60   54.00    9.40   38.36    0.6100   36.73200   -1.29800 9000.000
  1328  359.59    8.486  -18.23 9000.0    2.2654    0.0630   14.62   53.00    9.30   38.38    0.6100   36.73200   -1.29800 9000.000
  1330  359.17    8.495  -18.30 9000.0    2.2655    0.0631   14.64   52.00    9.20   38.39    0.6100   36.73200   -1.29800 9000.000
  1332  358.69    8.505  -18.31 9000.0    2.2655    0.0632   14.66   51.00    9.10   38.39    0.6100   36.73200   -1.29800 9000.000
  1334  358.18    8.516  -18.34 9000.0    2.2655    0.0632   14.69   50.00    9.10   38.39    0.6100   36.73100   -1.29800 9000.000
  1336  357.72    8.525  -18.36 9000.0    2.2655    0.0633   14.71   49.00    9.00   38.39    0.6100   36.73100   -1.29900 9000.000
  1338  357.29    8.534  -18.36 9000.0    2.2655    0.0634   14.73   48.00    9.00   38.39    0.6100   36.73100   -1.29900 9000.000
  1340  356.92    8.542  -18.30 9000.0    2.2654    0.0635   14.75   47.00    8.90   38.38    0.6100   36.73100   -1.29900 9000.000
  1342  356.57    8.549  -18.36 9000.0    2.2653    0.0635   14.77   46.00    8.90   38.37    0.6100   36.73100   -1.29900 9000.000
  1344  356.17    8.558  -18.51 9000.0    2.2255    0.0625   14.79   45.00    8.80   38.36    0.6000   36.73100   -1.29900 9000.000
  1346  355.76    8.566  -18.61 9000.0    2.2254    0.0626   14.81   44.00    8.80   38.35    0.6000   36.73100   -1.29900 9000.000
  1348  355.39    8.574  -18.70 9000.0    2.2254    0.0626   14.83   44.00    8.80   38.34    0.6000   36.73100   -1.29900 9000.000
  1350  355.02    8.582  -18.75 9000.0    2.2251    0.0627   14.85   43.00    8.90   38.31    0.6000   36.73100   -1.29900 9000.000
  1352  354.64    8.590  -18.77 9000.0    2.2251    0.0627   14.87   43.00    8.90   38.30    0.6000   36.73100   -1.29900 9000.000
  1354  354.24    8.598  -18.83 9000.0    2.2250    0.0628   14.89   43.00    8.90   38.29    0.6000   36.73000   -1.30000 9000.000
  1356  353.86    8.606  -18.80 9000.0    2.1852    0.0618   14.90   42.00    9.00   38.28    0.5900   36.73000   -1.30000 9000.000
  1358  353.45    8.615  -18.88 9000.0    2.1851    0.0618   14.92   42.00    9.00   38.26    0.5900   36.73000   -1.30000 9000.000
  1360  353.03    8.624  -19.02 9000.0    2.1851    0.0619   14.94   41.00    9.10   38.26    0.5900   36.73000   -1.30000 9000.000
  1362  352.64    8.632  -19.06 9000.0    2.1850    0.0620   14.96   41.00    9.10   38.25    0.5900   36.73000   -1.30000 9000.000
  1364  352.27    8.640  -19.10 9000.0    2.1850    0.0620   14.98   41.00    9.20   38.25    0.5900   36.73000   -1.30000 9000.000
  1366  351.88    8.648  -19.10 9000.0    2.1453    0.0610   15.00   40.00    9.30   38.25    0.5800   36.73000   -1.30000 9000.000
  1368  351.46    8.657  -19.20 9000.0    2.1453    0.0610   15.02   40.00    9.30   38.25    0.5800   36.73000   -1.30100 9000.000
  1370  351.07    8.665  -19.26 9000.0    2.1453    0.0611   15.04   40.00    9.40   38.25    0.5800   36.73000   -1.30100 9000.000
  1372  350.69    8.673  -19.28 9000.0    2.1452    0.0612   15.06   40.00    9.40   38.24    0.5800   36.72900   -1.30100 9000.000
  1374  350.33    8.681  -19.34 9000.0    2.1451    0.0612   15.08   40.00    9.50   38.23    0.5800   36.72900   -1.30100 9000.000
  1376  349.98    8.688  -19.42 9000.0    2.1054    0.0602   15.09   40.00    9.60   38.23    0.5700   36.72900   -1.30100 9000.000
  1378  349.59    8.697  -19.49 9000.0    2.1054    0.0602   15.11   39.00    9.70   38.23    0.5700   36.72900   -1.30100 9000.000
