  2644  175.06   13.312  -59.75   19.0    1.0575    0.0604    5.42 9000.00 9000.00   53.78    0.2800 9000.00000 9000.00000 9000.000
  2646  174.84   13.320  -59.76   19.0    1.0574    0.0605    5.43 9000.00 9000.00   53.76    0.2800 9000.00000 9000.00000 9000.000
  2648  174.64   13.327  -59.84   19.0    1.0574    0.0605    5.44 9000.00 9000.00   53.75    0.2800 9000.00000 9000.00000 9000.000
  2650  174.43   13.335  -59.93   20.0    1.0574    0.0606    5.45 9000.00 9000.00   53.74    0.2800 9000.00000 9000.00000 9000.000
  2652  174.20   13.343  -60.02   20.0    1.0574    0.0607    5.46 9000.00 9000.00   53.73    0.2800 9000.00000 9000.00000 9000.000
  2654  173.98   13.351  -60.08   20.0    1.0573    0.0608    5.47 9000.00 9000.00   53.71    0.2800 9000.00000 9000.00000 9000.000
  2656  173.77   13.358  -60.12   20.0    1.0572    0.0608    5.48 9000.00 9000.00   53.69    0.2800 9000.00000 9000.00000 9000.000
  2658  173.52   13.367  -60.23   20.0    1.0573    0.0609    5.49 9000.00 9000.00   53.69    0.2800 9000.00000 9000.00000 9000.000
  2660  173.28   13.376  -60.34   20.0    1.0572    0.0610    5.50 9000.00 9000.00   53.67    0.2800 9000.00000 9000.00000 9000.000
  2662  173.06   13.384  -60.40   21.0    1.0572    0.0611    5.51 9000.00 9000.00   53.66    0.2800 9000.00000 9000.00000 9000.000
  2664  172.83   13.392  -60.48   21.0    1.0572    0.0612    5.53 9000.00 9000.00   53.65    0.2800 9000.00000 9000.00000 9000.000
  2666  172.62   13.400  -60.52   21.0    1.0571    0.0612    5.54 9000.00 9000.00   53.63    0.2800 9000.00000 9000.00000 9000.000
  2668  172.42   13.407  -60.59   21.0    1.0570    0.0613    5.55 9000.00 9000.00   53.60    0.2800 9000.00000 9000.00000 9000.000
  2670  172.19   13.415  -60.67   21.0    1.0570    0.0614    5.56 9000.00 9000.00   53.59    0.2800 9000.00000 9000.00000 9000.000
  2672  171.94   13.424  -60.73   21.0    1.0570    0.0615    5.57 9000.00 9000.00   53.58    0.2800 9000.00000 9000.00000 9000.000
  2674  171.70   13.433  -60.78   21.0    1.0569    0.0616    5.58 9000.00 9000.00   53.56    0.2800 9000.00000 9000.00000 9000.000
  2676  171.47   13.441  -60.86   21.0    1.0568    0.0616    5.59 9000.00 9000.00   53.52    0.2800 9000.00000 9000.00000 9000.000
  2678  171.24   13.450  -60.97   21.0    1.0568    0.0617    5.60 9000.00 9000.00   53.52    0.2800 9000.00000 9000.00000 9000.000
  2680  171.01   13.458  -61.05   21.0    1.0568    0.0618    5.61 9000.00 9000.00   53.51    0.2800 9000.00000 9000.00000 9000.000
  2682  170.79   13.466  -61.13   21.0    1.0568    0.0619    5.62 9000.00 9000.00   53.50    0.2800 9000.00000 9000.00000 9000.000
  2684  170.56   13.474  -61.22   21.0    1.0567    0.0620    5.64 9000.00 9000.00   53.47    0.2800 9000.00000 9000.00000 9000.000
  2686  170.34   13.482  -61.29   21.0    1.0126    0.0594    5.65 9000.00 9000.00   53.45    0.2700 9000.00000 9000.00000 9000.000
  2688  170.11   13.491  -61.35   22.0    1.0126    0.0595    5.66 9000.00 9000.00   53.45    0.2700 9000.00000 9000.00000 9000.000
  2690  169.89   13.499  -61.37   22.0    1.0126    0.0596    5.67 9000.00 9000.00   53.44    0.2700 9000.00000 9000.00000 9000.000
  2692  169.64   13.508  -61.37   22.0    1.0125    0.0597    5.68 9000.00 9000.00   53.40    0.2700 9000.00000 9000.00000 9000.000
  2694  169.43   13.516  -61.41   22.0    1.0125    0.0598    5.69 9000.00 9000.00   53.40    0.2700 9000.00000 9000.00000 9000.000
  2696  169.23   13.523  -61.45   22.0    1.0125    0.0598    5.70 9000.00 9000.00   53.40    0.2700 9000.00000 9000.00000 9000.000
  2698  169.01   13.531  -61.49   22.0    1.0124    0.0599    5.71 9000.00 9000.00   53.36    0.2700 9000.00000 9000.00000 9000.000
  2700  168.81   13.538  -61.52   22.0    1.0124    0.0600    5.72 9000.00 9000.00   53.35    0.2700 9000.00000 9000.00000 9000.000
  2702  168.62   13.545  -61.60   23.0    1.1003    0.0653    5.73 9000.00 9000.00   53.32    0.2900 9000.00000 9000.00000 9000.000
  2704  168.42   13.553  -61.69   23.0    1.1443    0.0679    5.74 9000.00 9000.00   53.31    0.3000 9000.00000 9000.00000 9000.000
  2706  168.21   13.560  -61.79   23.0    1.1442    0.0680    5.75 9000.00 9000.00   53.28    0.3000 9000.00000 9000.00000 9000.000
  2708  167.99   13.568  -61.91   24.0    1.1002    0.0655    5.76 9000.00 9000.00   53.27    0.2900 9000.00000 9000.00000 9000.000
  2710  167.77   13.576  -62.03   24.0    1.1001    0.0656    5.77 9000.00 9000.00   53.25    0.2900 9000.00000 9000.00000 9000.000
  2712  167.56   13.584  -62.09   24.0    1.1000    0.0657    5.78 9000.00 9000.00   53.23    0.2900 9000.00000 9000.00000 9000.000
  2714  167.35   13.592  -61.96   25.0    1.0560    0.0631    5.79 9000.00 9000.00   53.21    0.2800 9000.00000 9000.00000 9000.000
  2716  167.13   13.600  -61.91   25.0    1.0559    0.0632    5.81 9000.00 9000.00   53.19    0.2800 9000.00000 9000.00000 9000.000
  2718  166.92   13.608  -61.98   25.0    1.0559    0.0633    5.82 9000.00 9000.00   53.17    0.2800 9000.00000 9000.00000 9000.000
  2720  166.70   13.616  -62.06   25.0    1.0558    0.0633    5.83 9000.00 9000.00   53.15    0.2800 9000.00000 9000.00000 9000.000
  2722  166.47   13.625  -62.17   26.0    1.0118    0.0608    5.84 9000.00 9000.00   53.14    0.2700 9000.00000 9000.00000 9000.000
  2724  166.27   13.632  -62.27   26.0    1.0118    0.0609    5.85 9000.00 9000.00   53.12    0.2700 9000.00000 9000.00000 9000.000
  2726  166.07   13.639  -62.37   26.0    1.0118    0.0609    5.86 9000.00 9000.00   53.12    0.2700 9000.00000 9000.00000 9000.000
  2728  165.86   13.647  -62.47   26.0    1.0117    0.0610    5.87 9000.00 9000.00   53.11    0.2700 9000.00000 9000.00000 9000.000
  2730  165.64   13.655  -62.58   27.0    1.0118    0.0611    5.88 9000.00 9000.00   53.11    0.2700 9000.00000 9000.00000 9000.000
  2732  165.41   13.664  -62.66   27.0    1.0117    0.0612    5.89 9000.00 9000.00   53.10    0.2700 9000.00000 9000.00000 9000.000
  2734  165.21   13.671  -62.75   27.0    1.0117    0.0612    5.90 9000.00 9000.00   53.09    0.2700 9000.00000 9000.00000 9000.000
  2736  165.01   13.679  -62.86   27.0    1.0117    0.0613    5.91 9000.00 9000.00   53.09    0.2700 9000.00000 9000.00000 9000.000
  2738  164.80   13.687  -62.97   27.0    1.0117    0.0614    5.92 9000.00 9000.00   53.08    0.2700 9000.00000 9000.00000 9000.000
  2740  164.59   13.695  -63.03   27.0    1.0116    0.0615    5.93 9000.00 9000.00   53.05    0.2700 9000.00000 9000.00000 9000.000
  2742  164.38   13.702  -63.09   28.0    1.0116    0.0615    5.94 9000.00 9000.00   53.03    0.2700 9000.00000 9000.00000 9000.000
  2744  164.17   13.710  -63.19   28.0    1.0115    0.0616    5.95 9000.00 9000.00   53.01    0.2700 9000.00000 9000.00000 9000.000
  2746  163.96   13.718  -63.24   28.0    1.0115    0.0617    5.96 9000.00 9000.00   53.01    0.2700 9000.00000 9000.00000 9000.000
  2748  163.76   13.726  -63.28   29.0    1.0115    0.0618    5.97 9000.00 9000.00   53.00    0.2700 9000.00000 9000.00000 9000.000
  2750  163.56   13.733  -63.30   29.0    1.0115    0.0618    5.98 9000.00 9000.00   52.99    0.2700 9000.00000 9000.00000 9000.000
  2752  163.34   13.741  -63.37   29.0    1.0114    0.0619    5.99 9000.00 9000.00   52.97    0.2700 9000.00000 9000.00000 9000.000
  2754  163.14   13.749  -63.49   30.0    1.0114    0.0620    6.00 9000.00 9000.00   52.97    0.2700 9000.00000 9000.00000 9000.000
  2756  162.94   13.757  -63.57   30.0    1.0114    0.0621    6.01 9000.00 9000.00   52.96    0.2700 9000.00000 9000.00000 9000.000
  2758  162.72   13.765  -63.60   30.0    0.9674    0.0595    6.02 9000.00 9000.00   52.94    0.2600 9000.00000 9000.00000 9000.000
  2760  162.47   13.774  -63.69   30.0    0.9674    0.0595    6.03 9000.00 9000.00   52.93    0.2600 9000.00000 9000.00000 9000.000
  2762  162.27   13.782  -63.73   31.0    0.9673    0.0596    6.04 9000.00 9000.00   52.90    0.2600 9000.00000 9000.00000 9000.000
  2764  162.07   13.789  -63.73   31.0    1.0112    0.0624    6.05 9000.00 9000.00   52.88    0.2700 9000.00000 9000.00000 9000.000
  2766  161.87   13.797  -63.77   31.0    0.9672    0.0598    6.06 9000.00 9000.00   52.87    0.2600 9000.00000 9000.00000 9000.000
  2768  161.65   13.805  -63.87   31.0    1.0112    0.0626    6.07 9000.00 9000.00   52.86    0.2700 9000.00000 9000.00000 9000.000
  2770  161.43   13.814  -63.93   31.0    1.0111    0.0626    6.08 9000.00 9000.00   52.85    0.2700 9000.00000 9000.00000 9000.000
  2772  161.22   13.821  -63.99   31.0    1.0111    0.0627    6.09 9000.00 9000.00   52.84    0.2700 9000.00000 9000.00000 9000.000
  2774  161.00   13.830  -64.06   32.0    1.0111    0.0628    6.10 9000.00 9000.00   52.82    0.2700 9000.00000 9000.00000 9000.000
  2776  160.77   13.839  -64.12   32.0    1.0111    0.0629    6.11 9000.00 9000.00   52.81    0.2700 9000.00000 9000.00000 9000.000
  2778  160.53   13.848  -64.17   32.0    1.0110    0.0630    6.13 9000.00 9000.00   52.80    0.2700 9000.00000 9000.00000 9000.000
  2780  160.31   13.856  -64.24   32.0    1.0109    0.0631    6.14 9000.00 9000.00   52.77    0.2700 9000.00000 9000.00000 9000.000
  2782  160.09   13.865  -64.29   32.0    0.9670    0.0604    6.15 9000.00 9000.00   52.76    0.2600 9000.00000 9000.00000 9000.000
  2784  159.87   13.873  -64.34   32.0    0.9669    0.0605    6.16 9000.00 9000.00   52.74    0.2600 9000.00000 9000.00000 9000.000
  2786  159.65   13.881  -64.37   32.0    0.9669    0.0606    6.17 9000.00 9000.00   52.73    0.2600 9000.00000 9000.00000 9000.000
  2788  159.43   13.890  -64.39   32.0    0.9669    0.0606    6.18 9000.00 9000.00   52.72    0.2600 9000.00000 9000.00000 9000.000
  2790  159.19   13.899  -64.43   32.0    0.9668    0.0607    6.19 9000.00 9000.00   52.70    0.2600 9000.00000 9000.00000 9000.000
  2792  158.95   13.908  -64.49   33.0    0.9668    0.0608    6.20 9000.00 9000.00   52.69    0.2600 9000.00000 9000.00000 9000.000
  2794  158.72   13.917  -64.56   33.0    0.9668    0.0609    6.21 9000.00 9000.00   52.68    0.2600 9000.00000 9000.00000 9000.000
  2796  158.48   13.926  -64.63   33.0    0.9668    0.0610    6.23 9000.00 9000.00   52.68    0.2600 9000.00000 9000.00000 9000.000
  2798  158.24   13.936  -64.66   33.0    0.9668    0.0611    6.24 9000.00 9000.00   52.66    0.2600 9000.00000 9000.00000 9000.000
  2800  158.00   13.945  -64.70   33.0    0.9227    0.0584    6.25 9000.00 9000.00   52.63    0.2500 9000.00000 9000.00000 9000.000
  2802  157.80   13.953  -64.76   33.0    0.9227    0.0585    6.26 9000.00 9000.00   52.62    0.2500 9000.00000 9000.00000 9000.000
  2804  157.56   13.962  -64.82   33.0    0.9227    0.0586    6.27 9000.00 9000.00   52.59    0.2500 9000.00000 9000.00000 9000.000
  2806  157.28   13.973  -64.90   33.0    0.9226    0.0587    6.28 9000.00 9000.00   52.57    0.2500 9000.00000 9000.00000 9000.000
  2808  157.03   13.982  -64.96   33.0    0.9226    0.0588    6.29 9000.00 9000.00   52.57    0.2500 9000.00000 9000.00000 9000.000
  2810  156.78   13.992  -65.04   34.0    0.9226    0.0588    6.30 9000.00 9000.00   52.57    0.2500 9000.00000 9000.00000 9000.000
  2812  156.54   14.001  -65.14   34.0    0.9665    0.0617    6.32 9000.00 9000.00   52.56    0.2600 9000.00000 9000.00000 9000.000
  2814  156.30   14.011  -65.24   34.0    0.9666    0.0618    6.33 9000.00 9000.00   52.56    0.2600 9000.00000 9000.00000 9000.000
  2816  156.03   14.021  -65.33   34.0    0.9665    0.0619    6.34 9000.00 9000.00   52.53    0.2600 9000.00000 9000.00000 9000.000
  2818  155.75   14.032  -65.43   34.0    0.9664    0.0620    6.35 9000.00 9000.00   52.49    0.2600 9000.00000 9000.00000 9000.000
  2820  155.48   14.043  -65.53   34.0    0.9223    0.0593    6.37 9000.00 9000.00   52.44    0.2500 9000.00000 9000.00000 9000.000
  2822  155.24   14.052  -65.65   34.0    0.9222    0.0594    6.38 9000.00 9000.00   52.41    0.2500 9000.00000 9000.00000 9000.000
  2824  155.00   14.061  -65.76   34.0    0.9222    0.0595    6.39 9000.00 9000.00   52.40    0.2500 9000.00000 9000.00000 9000.000
  2826  154.75   14.071  -65.88   34.0    0.9222    0.0596    6.40 9000.00 9000.00   52.40    0.2500 9000.00000 9000.00000 9000.000
  2828  154.50   14.081  -65.99   34.0    0.9222    0.0597    6.41 9000.00 9000.00   52.39    0.2500 9000.00000 9000.00000 9000.000
  2830  154.21   14.092  -66.09   35.0    0.9221    0.0598    6.43 9000.00 9000.00   52.34    0.2500 9000.00000 9000.00000 9000.000
  2832  153.93   14.104  -66.17   35.0    0.9221    0.0599    6.44 9000.00 9000.00   52.33    0.2500 9000.00000 9000.00000 9000.000
  2834  153.67   14.114  -66.20   35.0    0.9221    0.0600    6.45 9000.00 9000.00   52.33    0.2500 9000.00000 9000.00000 9000.000
  2836  153.44   14.123  -66.19   35.0    0.9221    0.0601    6.46 9000.00 9000.00   52.32    0.2500 9000.00000 9000.00000 9000.000
  2838  153.20   14.132  -66.16   35.0    0.9659    0.0630    6.48 9000.00 9000.00   52.28    0.2600 9000.00000 9000.00000 9000.000
  2840  152.95   14.142  -66.24   35.0    0.9658    0.0631    6.49 9000.00 9000.00   52.25    0.2600 9000.00000 9000.00000 9000.000
  2842  152.69   14.153  -66.35   35.0    0.9657    0.0632    6.50 9000.00 9000.00   52.21    0.2600 9000.00000 9000.00000 9000.000
  2844  152.44   14.162  -66.45   35.0    0.9218    0.0605    6.51 9000.00 9000.00   52.19    0.2500 9000.00000 9000.00000 9000.000
  2846  152.22   14.171  -66.52   35.0    0.9217    0.0606    6.52 9000.00 9000.00   52.18    0.2500 9000.00000 9000.00000 9000.000
  2848  152.00   14.180  -66.55   35.0    0.9217    0.0606    6.53 9000.00 9000.00   52.17    0.2500 9000.00000 9000.00000 9000.000
  2850  151.77   14.189  -66.63   35.0    0.9216    0.0607    6.55 9000.00 9000.00   52.14    0.2500 9000.00000 9000.00000 9000.000
  2852  151.52   14.199  -66.74   35.0    0.9216    0.0608    6.56 9000.00 9000.00   52.13    0.2500 9000.00000 9000.00000 9000.000
  2854  151.27   14.209  -66.80   35.0    0.9216    0.0609    6.57 9000.00 9000.00   52.11    0.2500 9000.00000 9000.00000 9000.000
  2856  151.00   14.220  -66.86   35.0    0.9215    0.0610    6.58 9000.00 9000.00   52.09    0.2500 9000.00000 9000.00000 9000.000
  2858  150.78   14.229  -66.89   35.0    0.9215    0.0611    6.59 9000.00 9000.00   52.07    0.2500 9000.00000 9000.00000 9000.000
  2860  150.56   14.237  -66.94   35.0    0.9215    0.0612    6.60 9000.00 9000.00   52.05    0.2500 9000.00000 9000.00000 9000.000
  2862  150.28   14.249  -67.07   35.0    0.9214    0.0613    6.62 9000.00 9000.00   52.03    0.2500 9000.00000 9000.00000 9000.000
  2864  149.99   14.260  -67.22   34.0    0.9214    0.0614    6.63 9000.00 9000.00   52.02    0.2500 9000.00000 9000.00000 9000.000
  2866  149.71   14.271  -67.37   34.0    0.9213    0.0615    6.64 9000.00 9000.00   52.00    0.2500 9000.00000 9000.00000 9000.000
  2868  149.43   14.283  -67.52   34.0    0.9652    0.0646    6.66 9000.00 9000.00   51.98    0.2600 9000.00000 9000.00000 9000.000
  2870  149.19   14.292  -67.66   34.0    0.9652    0.0647    6.67 9000.00 9000.00   51.98    0.2600 9000.00000 9000.00000 9000.000
  2872  149.00   14.300  -67.72   34.0    1.0090    0.0677    6.68 9000.00 9000.00   51.96    0.2700 9000.00000 9000.00000 9000.000
  2874  148.79   14.309  -67.77   34.0    0.9651    0.0649    6.69 9000.00 9000.00   51.95    0.2600 9000.00000 9000.00000 9000.000
  2876  148.57   14.318  -67.84   34.0    0.9651    0.0650    6.70 9000.00 9000.00   51.93    0.2600 9000.00000 9000.00000 9000.000
  2878  148.37   14.326  -67.93   34.0    1.0090    0.0680    6.71 9000.00 9000.00   51.94    0.2700 9000.00000 9000.00000 9000.000
  2880  148.13   14.335  -68.04   34.0    1.0090    0.0681    6.73 9000.00 9000.00   51.93    0.2700 9000.00000 9000.00000 9000.000
  2882  147.87   14.346  -68.16   34.0    1.0090    0.0682    6.74 9000.00 9000.00   51.93    0.2700 9000.00000 9000.00000 9000.000
  2884  147.61   14.356  -68.23   34.0    1.0090    0.0684    6.75 9000.00 9000.00   51.93    0.2700 9000.00000 9000.00000 9000.000
  2886  147.37   14.366  -68.35   34.0    1.0089    0.0685    6.77 9000.00 9000.00   51.90    0.2700 9000.00000 9000.00000 9000.000
  2888  147.14   14.376  -68.45   34.0    0.9651    0.0656    6.78 9000.00 9000.00   51.90    0.2600 9000.00000 9000.00000 9000.000
  2890  146.89   14.386  -68.56   34.0    0.9650    0.0657    6.79 9000.00 9000.00   51.89    0.2600 9000.00000 9000.00000 9000.000
  2892  146.63   14.396  -68.66   34.0    0.9650    0.0658    6.81 9000.00 9000.00   51.88    0.2600 9000.00000 9000.00000 9000.000
  2894  146.40   14.406  -68.77   34.0    0.9211    0.0629    6.82 9000.00 9000.00   51.87    0.2500 9000.00000 9000.00000 9000.000
  2896  146.18   14.415  -68.87   34.0    0.9211    0.0630    6.83 9000.00 9000.00   51.85    0.2500 9000.00000 9000.00000 9000.000
  2898  145.94   14.425  -68.92   34.0    0.9211    0.0631    6.84 9000.00 9000.00   51.84    0.2500 9000.00000 9000.00000 9000.000
  2900  145.69   14.435  -68.99   34.0    0.9211    0.0632    6.85 9000.00 9000.00   51.83    0.2500 9000.00000 9000.00000 9000.000
  2902  145.44   14.445  -69.10   34.0    0.9210    0.0633    6.87 9000.00 9000.00   51.79    0.2500 9000.00000 9000.00000 9000.000
  2904  145.21   14.455  -69.16   34.0    0.8771    0.0604    6.88 9000.00 9000.00   51.77    0.2400 9000.00000 9000.00000 9000.000
  2906  145.00   14.463  -69.23   34.0    0.8769    0.0605    6.89 9000.00 9000.00   51.72    0.2400 9000.00000 9000.00000 9000.000
  2908  144.82   14.471  -69.35   34.0    0.8769    0.0606    6.90 9000.00 9000.00   51.71    0.2400 9000.00000 9000.00000 9000.000
  2910  144.61   14.479  -69.47   34.0    0.8769    0.0606    6.91 9000.00 9000.00   51.69    0.2400 9000.00000 9000.00000 9000.000
  2912  144.44   14.486  -69.52   34.0    0.8769    0.0607    6.91 9000.00 9000.00   51.69    0.2400 9000.00000 9000.00000 9000.000
  2914  144.25   14.494  -69.56   34.0    0.8769    0.0608    6.92 9000.00 9000.00   51.68    0.2400 9000.00000 9000.00000 9000.000
  2916  144.06   14.502  -69.69   34.0    0.8769    0.0609    6.93 9000.00 9000.00   51.67    0.2400 9000.00000 9000.00000 9000.000
  2918  143.85   14.511  -69.84   34.0    0.8768    0.0610    6.94 9000.00 9000.00   51.66    0.2400 9000.00000 9000.00000 9000.000
  2920  143.65   14.519  -69.95   34.0    0.8769    0.0610    6.95 9000.00 9000.00   51.67    0.2400 9000.00000 9000.00000 9000.000
  2922  143.44   14.528  -69.97   34.0    0.9207    0.0642    6.96 9000.00 9000.00   51.66    0.2500 9000.00000 9000.00000 9000.000
  2924  143.23   14.536  -69.96   34.0    0.9207    0.0643    6.97 9000.00 9000.00   51.65    0.2500 9000.00000 9000.00000 9000.000
  2926  143.02   14.545  -70.01   34.0    0.9207    0.0644    6.98 9000.00 9000.00   51.65    0.2500 9000.00000 9000.00000 9000.000
  2928  142.82   14.553  -70.15   34.0    0.9207    0.0645    6.99 9000.00 9000.00   51.65    0.2500 9000.00000 9000.00000 9000.000
  2930  142.64   14.561  -70.29   34.0    0.8769    0.0615    7.00 9000.00 9000.00   51.65    0.2400 9000.00000 9000.00000 9000.000
  2932  142.43   14.570  -70.35   34.0    0.8768    0.0616    7.01 9000.00 9000.00   51.61    0.2400 9000.00000 9000.00000 9000.000
  2934  142.24   14.578  -70.38   34.0    0.8767    0.0616    7.02 9000.00 9000.00   51.59    0.2400 9000.00000 9000.00000 9000.000
  2936  142.03   14.586  -70.45   34.0    0.8767    0.0617    7.03 9000.00 9000.00   51.57    0.2400 9000.00000 9000.00000 9000.000
  2938  141.80   14.596  -70.53   34.0    0.8767    0.0618    7.04 9000.00 9000.00   51.56    0.2400 9000.00000 9000.00000 9000.000
  2940  141.58   14.605  -70.58   34.0    0.8766    0.0619    7.05 9000.00 9000.00   51.54    0.2400 9000.00000 9000.00000 9000.000
  2942  141.37   14.614  -70.60   34.0    0.8328    0.0589    7.06 9000.00 9000.00   51.54    0.2300 9000.00000 9000.00000 9000.000
  2944  141.17   14.622  -70.59   34.0    0.8327    0.0590    7.07 9000.00 9000.00   51.49    0.2300 9000.00000 9000.00000 9000.000
  2946  140.96   14.631  -70.58   34.0    0.8326    0.0591    7.08 9000.00 9000.00   51.47    0.2300 9000.00000 9000.00000 9000.000
  2948  140.75   14.640  -70.64   34.0    0.8326    0.0592    7.09 9000.00 9000.00   51.44    0.2300 9000.00000 9000.00000 9000.000
  2950  140.54   14.649  -70.71   34.0    0.8325    0.0592    7.10 9000.00 9000.00   51.42    0.2300 9000.00000 9000.00000 9000.000
  2952  140.34   14.657  -70.75   34.0    0.8325    0.0593    7.11 9000.00 9000.00   51.41    0.2300 9000.00000 9000.00000 9000.000
  2954  140.16   14.665  -70.81   34.0    0.8325    0.0594    7.12 9000.00 9000.00   51.39    0.2300 9000.00000 9000.00000 9000.000
  2956  139.96   14.673  -70.88   34.0    0.7886    0.0563    7.13 9000.00 9000.00   51.38    0.2200 9000.00000 9000.00000 9000.000
  2958  139.76   14.682  -70.97   34.0    0.8324    0.0596    7.14 9000.00 9000.00   51.37    0.2300 9000.00000 9000.00000 9000.000
  2960  139.56   14.690  -71.05   34.0    0.8324    0.0596    7.15 9000.00 9000.00   51.36    0.2300 9000.00000 9000.00000 9000.000
  2962  139.34   14.700  -71.13   34.0    0.8324    0.0597    7.16 9000.00 9000.00   51.35    0.2300 9000.00000 9000.00000 9000.000
  2964  139.11   14.709  -71.20   34.0    0.8762    0.0630    7.17 9000.00 9000.00   51.34    0.2400 9000.00000 9000.00000 9000.000
  2966  138.89   14.719  -71.26   33.0    0.9200    0.0662    7.18 9000.00 9000.00   51.33    0.2500 9000.00000 9000.00000 9000.000
  2968  138.66   14.729  -71.27   33.0    0.9200    0.0663    7.19 9000.00 9000.00   51.32    0.2500 9000.00000 9000.00000 9000.000
  2970  138.42   14.739  -71.27   33.0    0.8761    0.0633    7.21 9000.00 9000.00   51.30    0.2400 9000.00000 9000.00000 9000.000
  2972  138.19   14.749  -71.22   33.0    0.8762    0.0634    7.22 9000.00 9000.00   51.30    0.2400 9000.00000 9000.00000 9000.000
  2974  137.95   14.759  -71.16   33.0    0.8762    0.0635    7.23 9000.00 9000.00   51.30    0.2400 9000.00000 9000.00000 9000.000
  2976  137.69   14.770  -71.16   33.0    0.8762    0.0636    7.24 9000.00 9000.00   51.29    0.2400 9000.00000 9000.00000 9000.000
  2978  137.42   14.782  -71.27   33.0    0.8761    0.0638    7.26 9000.00 9000.00   51.28    0.2400 9000.00000 9000.00000 9000.000
  2980  137.16   14.793  -71.42   32.0    0.8762    0.0639    7.27 9000.00 9000.00   51.28    0.2400 9000.00000 9000.00000 9000.000
  2982  136.89   14.804  -71.56   32.0    0.8761    0.0640    7.28 9000.00 9000.00   51.27    0.2400 9000.00000 9000.00000 9000.000
  2984  136.61   14.816  -71.70   32.0    0.8760    0.0641    7.30 9000.00 9000.00   51.23    0.2400 9000.00000 9000.00000 9000.000
  2986  136.35   14.828  -71.83   32.0    0.8760    0.0642    7.31 9000.00 9000.00   51.20    0.2400 9000.00000 9000.00000 9000.000
  2988  136.09   14.839  -71.95   32.0    0.8760    0.0644    7.32 9000.00 9000.00   51.19    0.2400 9000.00000 9000.00000 9000.000
  2990  135.82   14.851  -72.02   32.0    0.8760    0.0645    7.34 9000.00 9000.00   51.18    0.2400 9000.00000 9000.00000 9000.000
  2992  135.55   14.862  -72.06   32.0    0.8759    0.0646    7.35 9000.00 9000.00   51.17    0.2400 9000.00000 9000.00000 9000.000
  2994  135.32   14.872  -72.15   32.0    0.8759    0.0647    7.36 9000.00 9000.00   51.16    0.2400 9000.00000 9000.00000 9000.000
  2996  135.11   14.882  -72.25   32.0    0.8759    0.0648    7.37 9000.00 9000.00   51.16    0.2400 9000.00000 9000.00000 9000.000
  2998  134.89   14.891  -72.35   32.0    0.8759    0.0649    7.38 9000.00 9000.00   51.16    0.2400 9000.00000 9000.00000 9000.000
  3000  134.69   14.900  -72.44   32.0    0.8760    0.0650    7.39 9000.00 9000.00   51.16    0.2400 9000.00000 9000.00000 9000.000
  3002  134.50   14.908  -72.51   32.0    0.9196    0.0684    7.40 9000.00 9000.00   51.11    0.2500 9000.00000 9000.00000 9000.000
  3004  134.30   14.917  -72.59   32.0    0.9194    0.0685    7.41 9000.00 9000.00   51.02    0.2500 9000.00000 9000.00000 9000.000
  3006  134.12   14.925  -72.67   32.0    0.9193    0.0685    7.42 9000.00 9000.00   50.97    0.2500 9000.00000 9000.00000 9000.000
  3008  133.93   14.933  -72.77   32.0    0.9192    0.0686    7.43 9000.00 9000.00   50.95    0.2500 9000.00000 9000.00000 9000.000
  3010  133.73   14.942  -72.89   32.0    0.9192    0.0687    7.45 9000.00 9000.00   50.93    0.2500 9000.00000 9000.00000 9000.000
  3012  133.56   14.949  -72.97   32.0    0.9191    0.0688    7.46 9000.00 9000.00   50.92    0.2500 9000.00000 9000.00000 9000.000
  3014  133.40   14.956  -72.96   32.0    0.9191    0.0689    7.46 9000.00 9000.00   50.90    0.2500 9000.00000 9000.00000 9000.000
  3016  133.22   14.964  -72.98   32.0    0.9191    0.0690    7.47 9000.00 9000.00   50.89    0.2500 9000.00000 9000.00000 9000.000
  3018  133.02   14.973  -73.07   32.0    0.9191    0.0691    7.48 9000.00 9000.00   50.88    0.2500 9000.00000 9000.00000 9000.000
  3020  132.82   14.982  -73.15   32.0    0.9190    0.0692    7.50 9000.00 9000.00   50.87    0.2500 9000.00000 9000.00000 9000.000
  3022  132.64   14.990  -73.21   32.0    0.9190    0.0693    7.51 9000.00 9000.00   50.85    0.2500 9000.00000 9000.00000 9000.000
  3024  132.47   14.997  -73.22   32.0    0.9190    0.0694    7.51 9000.00 9000.00   50.83    0.2500 9000.00000 9000.00000 9000.000
  3026  132.29   15.005  -73.23   32.0    0.9190    0.0695    7.52 9000.00 9000.00   50.83    0.2500 9000.00000 9000.00000 9000.000
  3028  132.12   15.013  -73.23   32.0    0.9189    0.0696    7.53 9000.00 9000.00   50.82    0.2500 9000.00000 9000.00000 9000.000
  3030  131.94   15.021  -73.21   32.0    0.9189    0.0696    7.54 9000.00 9000.00   50.81    0.2500 9000.00000 9000.00000 9000.000
  3032  131.77   15.028  -73.13   32.0    0.9189    0.0697    7.55 9000.00 9000.00   50.79    0.2500 9000.00000 9000.00000 9000.000
  3034  131.59   15.036  -73.19   32.0    0.9189    0.0698    7.56 9000.00 9000.00   50.79    0.2500 9000.00000 9000.00000 9000.000
  3036  131.41   15.044  -73.32   32.0    0.9189    0.0699    7.57 9000.00 9000.00   50.78    0.2500 9000.00000 9000.00000 9000.000
