  1140  327.01    9.101  -27.39   36.0    0.9117    0.0279   14.25   96.00   12.10   33.00    0.2900 9000.00000 9000.00000 9000.000
  1142  326.36    9.115  -27.42   35.0    0.9117    0.0279   14.26   96.00   12.10   32.99    0.2900 9000.00000 9000.00000 9000.000
  1144  325.67    9.130  -27.61   33.0    0.9117    0.0280   14.28   96.00   12.20   32.98    0.2900 9000.00000 9000.00000 9000.000
  1146  325.01    9.145  -27.72   32.0    0.9117    0.0281   14.29   97.00   12.20   32.98    0.2900 9000.00000 9000.00000 9000.000
  1148  324.31    9.160  -27.80   32.0    0.9116    0.0281   14.31   97.00   12.20   32.97    0.2900 9000.00000 9000.00000 9000.000
  1150  323.75    9.173  -27.85   31.0    0.9116    0.0282   14.32   97.00   12.20   32.95    0.2900 9000.00000 9000.00000 9000.000
  1152  323.17    9.185  -27.95   31.0    0.9115    0.0282   14.34   97.00   12.10   32.93    0.2900 9000.00000 9000.00000 9000.000
  1154  322.45    9.201  -28.09   30.0    0.9115    0.0283   14.35   98.00   12.10   32.91    0.2900 9000.00000 9000.00000 9000.000
  1156  321.84    9.215  -28.21   30.0    0.9114    0.0283   14.36   98.00   11.90   32.90    0.2900 9000.00000 9000.00000 9000.000
  1158  321.25    9.228  -28.35   30.0    0.9114    0.0284   14.38   98.00   11.80   32.89    0.2900 9000.00000 9000.00000 9000.000
  1160  320.56    9.244  -28.55   30.0    0.9114    0.0284   14.39   98.00   11.70   32.89    0.2900 9000.00000 9000.00000 9000.000
  1162  319.90    9.258  -28.66   29.0    0.9494    0.0297   14.41   99.00   11.50   32.89    0.3000 9000.00000 9000.00000 9000.000
  1164  319.28    9.272  -28.78   29.0    0.9494    0.0297   14.42   99.00   11.40   32.89    0.3000 9000.00000 9000.00000 9000.000
  1166  318.64    9.287  -28.94   29.0    0.9493    0.0298   14.44  100.00   11.20   32.87    0.3000 9000.00000 9000.00000 9000.000
  1168  317.98    9.301  -29.08   30.0    0.9493    0.0299   14.45  100.00   11.10   32.86    0.3000 9000.00000 9000.00000 9000.000
  1170  317.41    9.314  -29.13   30.0    0.9492    0.0299   14.47  101.00   11.00   32.84    0.3000 9000.00000 9000.00000 9000.000
  1172  316.84    9.327  -29.13   30.0    0.9492    0.0300   14.48  102.00   10.90   32.83    0.3000 9000.00000 9000.00000 9000.000
  1174  316.17    9.342  -29.30   29.0    0.9491    0.0300   14.50  103.00   10.80   32.81    0.3000 9000.00000 9000.00000 9000.000
  1176  315.57    9.356  -29.45   28.0    0.9870    0.0313   14.51  104.00   10.80   32.79    0.3100 9000.00000 9000.00000 9000.000
  1178  315.00    9.369  -29.59   28.0    0.9870    0.0313   14.53  105.00   10.80   32.79    0.3100 9000.00000 9000.00000 9000.000
  1180  314.41    9.382  -29.73   29.0    0.9870    0.0314   14.54  105.00   10.80   32.78    0.3100 9000.00000 9000.00000 9000.000
  1182  313.84    9.395  -29.79   29.0    0.9870    0.0314   14.55  106.00   10.80   32.77    0.3100 9000.00000 9000.00000 9000.000
  1184  313.23    9.409  -29.90   29.0    0.9869    0.0315   14.57  107.00   10.90   32.76    0.3100 9000.00000 9000.00000 9000.000
  1186  312.63    9.422  -30.07   28.0    0.9869    0.0316   14.58  107.00   11.00   32.75    0.3100 9000.00000 9000.00000 9000.000
  1188  312.01    9.436  -30.19   28.0    1.0249    0.0328   14.60  107.00   11.00   32.75    0.3200 9000.00000 9000.00000 9000.000
  1190  311.42    9.450  -30.29   28.0    1.0249    0.0329   14.62  107.00   11.10   32.76    0.3200 9000.00000 9000.00000 9000.000
  1192  310.90    9.462  -30.38   29.0    1.0249    0.0330   14.63  107.00   11.20   32.75    0.3200 9000.00000 9000.00000 9000.000
  1194  310.35    9.474  -30.50   29.0    1.0249    0.0330   14.64  107.00   11.30   32.75    0.3200 9000.00000 9000.00000 9000.000
  1196  309.74    9.488  -30.64   29.0    1.0249    0.0331   14.66  107.00   11.30   32.75    0.3200 9000.00000 9000.00000 9000.000
  1198  309.17    9.502  -30.75   29.0    1.0249    0.0331   14.67  107.00   11.40   32.75    0.3200 9000.00000 9000.00000 9000.000
  1200  308.58    9.515  -30.94   29.0    1.0248    0.0332   14.69  107.00   11.40   32.74    0.3200 9000.00000 9000.00000 9000.000
  1202  307.98    9.529  -31.14   29.0    1.0248    0.0333   14.71  107.00   11.50   32.74    0.3200 9000.00000 9000.00000 9000.000
  1204  307.39    9.542  -31.24   30.0    1.0248    0.0333   14.72  107.00   11.50   32.73    0.3200 9000.00000 9000.00000 9000.000
  1206  306.87    9.554  -31.35   30.0    1.0248    0.0334   14.73  107.00   11.50   32.73    0.3200 9000.00000 9000.00000 9000.000
  1208  306.31    9.567  -31.51   30.0    1.0248    0.0335   14.75  107.00   11.50   32.72    0.3200 9000.00000 9000.00000 9000.000
  1210  305.67    9.582  -31.71   30.0    1.0247    0.0335   14.77  107.00   11.40   32.71    0.3200 9000.00000 9000.00000 9000.000
  1212  305.04    9.597  -31.89   31.0    1.0247    0.0336   14.78  108.00   11.40   32.70    0.3200 9000.00000 9000.00000 9000.000
  1214  304.48    9.610  -32.01   31.0    1.0247    0.0337   14.80  108.00   11.40   32.69    0.3200 9000.00000 9000.00000 9000.000
  1216  303.93    9.623  -32.18   32.0    1.0246    0.0337   14.81  108.00   11.30   32.68    0.3200 9000.00000 9000.00000 9000.000
  1218  303.34    9.636  -32.36   32.0    1.0246    0.0338   14.83  109.00   11.30   32.68    0.3200 9000.00000 9000.00000 9000.000
  1220  302.74    9.650  -32.48   33.0    1.0626    0.0351   14.84  109.00   11.30   32.68    0.3300 9000.00000 9000.00000 9000.000
  1222  302.14    9.664  -32.59   33.0    1.0625    0.0352   14.86  109.00   11.30   32.67    0.3300 9000.00000 9000.00000 9000.000
  1224  301.52    9.679  -32.69   34.0    1.0625    0.0352   14.88  109.00   11.20   32.66    0.3300 9000.00000 9000.00000 9000.000
  1226  300.94    9.692  -32.74   34.0    1.0625    0.0353   14.89  109.00   11.20   32.66    0.3300 9000.00000 9000.00000 9000.000
  1228  300.41    9.705  -32.79   34.0    1.0625    0.0354   14.91  109.00   11.20   32.65    0.3300 9000.00000 9000.00000 9000.000
  1230  299.84    9.718  -32.84   34.0    1.0648    0.0355   14.93  109.00   11.20   32.63    0.3300 9000.00000 9000.00000 9000.000
  1232  299.23    9.732  -32.99   34.0    1.0649    0.0356   14.94  109.00   11.20   32.63    0.3300 9000.00000 9000.00000 9000.000
  1234  298.70    9.745  -33.11   34.0    1.0648    0.0356   14.96  109.00   11.20   32.62    0.3300 9000.00000 9000.00000 9000.000
  1236  298.17    9.757  -33.20   33.0    1.0648    0.0357   14.97  109.00   11.20   32.61    0.3300 9000.00000 9000.00000 9000.000
  1238  297.56    9.771  -33.42   33.0    1.0268    0.0345   14.99  109.00   11.20   32.60    0.3200 9000.00000 9000.00000 9000.000
  1240  297.00    9.785  -33.61   33.0    1.0267    0.0346   15.00  110.00   11.20   32.58    0.3200 9000.00000 9000.00000 9000.000
  1242  296.50    9.797  -33.75   33.0    1.0267    0.0346   15.02  110.00   11.20   32.58    0.3200 9000.00000 9000.00000 9000.000
  1244  295.88    9.811  -33.93   33.0    1.0267    0.0347   15.03  110.00   11.20   32.57    0.3200 9000.00000 9000.00000 9000.000
  1246  295.30    9.825  -34.09   34.0    1.0267    0.0348   15.05  110.00   11.20   32.56    0.3200 9000.00000 9000.00000 9000.000
  1248  294.77    9.837  -34.15   35.0    1.0266    0.0348   15.07  110.00   11.20   32.55    0.3200 9000.00000 9000.00000 9000.000
  1250  294.22    9.851  -34.24   35.0    1.0267    0.0349   15.08  111.00   11.20   32.56    0.3200 9000.00000 9000.00000 9000.000
  1252  293.64    9.864  -34.37   34.0    1.0267    0.0350   15.10  111.00   11.30   32.55    0.3200 9000.00000 9000.00000 9000.000
  1254  293.06    9.878  -34.47   34.0    1.0266    0.0350   15.11  111.00   11.30   32.54    0.3200 9000.00000 9000.00000 9000.000
  1256  292.54    9.891  -34.58   33.0    1.0267    0.0351   15.13  112.00   11.30   32.54    0.3200 9000.00000 9000.00000 9000.000
  1258  292.02    9.903  -34.72   32.0    1.0266    0.0352   15.14  112.00   11.40   32.53    0.3200 9000.00000 9000.00000 9000.000
  1260  291.39    9.918  -34.90   31.0    1.0266    0.0352   15.16  112.00   11.40   32.52    0.3200 9000.00000 9000.00000 9000.000
  1262  290.84    9.931  -35.05   31.0    1.0266    0.0353   15.17  112.00   11.50   32.51    0.3200 9000.00000 9000.00000 9000.000
  1264  290.35    9.943  -35.17   30.0    1.0265    0.0354   15.19  112.00   11.50   32.49    0.3200 9000.00000 9000.00000 9000.000
  1266  289.84    9.955  -35.30   30.0    1.0265    0.0354   15.20  113.00   11.60   32.48    0.3200 9000.00000 9000.00000 9000.000
  1268  289.23    9.970  -35.50   30.0    1.0265    0.0355   15.22  113.00   11.60   32.48    0.3200 9000.00000 9000.00000 9000.000
  1270  288.56    9.986  -35.68   31.0    1.0645    0.0369   15.24  113.00   11.70   32.47    0.3300 9000.00000 9000.00000 9000.000
  1272  288.01    9.999  -35.71   32.0    1.0645    0.0370   15.25  113.00   11.70   32.46    0.3300 9000.00000 9000.00000 9000.000
  1274  287.55   10.010  -35.68   32.0    1.0645    0.0370   15.27  112.00   11.80   32.46    0.3300 9000.00000 9000.00000 9000.000
  1276  287.03   10.023  -35.85   32.0    1.0645    0.0371   15.28  112.00   11.90   32.45    0.3300 9000.00000 9000.00000 9000.000
  1278  286.42   10.038  -36.07   32.0    1.0644    0.0372   15.30  112.00   11.90   32.43    0.3300 9000.00000 9000.00000 9000.000
  1280  285.86   10.051  -36.21   32.0    1.0644    0.0372   15.32  112.00   12.00   32.43    0.3300 9000.00000 9000.00000 9000.000
  1282  285.35   10.064  -36.35   32.0    1.0644    0.0373   15.33  112.00   12.10   32.42    0.3300 9000.00000 9000.00000 9000.000
  1284  284.83   10.076  -36.49   32.0    1.0644    0.0374   15.35  112.00   12.10   32.41    0.3300 9000.00000 9000.00000 9000.000
  1286  284.21   10.092  -36.59   32.0    1.0644    0.0375   15.37  112.00   12.20   32.41    0.3300 9000.00000 9000.00000 9000.000
  1288  283.57   10.107  -36.71   32.0    1.0644    0.0375   15.38  112.00   12.20   32.40    0.3300 9000.00000 9000.00000 9000.000
  1290  282.92   10.123  -36.88   32.0    1.0644    0.0376   15.40  111.00   12.30   32.39    0.3300 9000.00000 9000.00000 9000.000
  1292  282.34   10.137  -37.08   32.0    1.0643    0.0377   15.42  111.00   12.30   32.37    0.3300 9000.00000 9000.00000 9000.000
  1294  281.85   10.149  -37.21   32.0    1.0643    0.0378   15.44  111.00   12.30   32.37    0.3300 9000.00000 9000.00000 9000.000
  1296  281.26   10.164  -37.34   32.0    1.0643    0.0378   15.45  111.00   12.20   32.36    0.3300 9000.00000 9000.00000 9000.000
  1298  280.60   10.180  -37.52   33.0    1.1023    0.0393   15.47  111.00   12.20   32.36    0.3400 9000.00000 9000.00000 9000.000
  1300  279.97   10.195  -37.65   33.0    1.1023    0.0394   15.49  111.00   12.10   32.34    0.3400 9000.00000 9000.00000 9000.000
  1302  279.38   10.210  -37.73   33.0    1.1023    0.0395   15.51  110.00   12.00   32.34    0.3400 9000.00000 9000.00000 9000.000
  1304  278.83   10.223  -37.84   33.0    1.1023    0.0395   15.53  110.00   11.90   32.33    0.3400 9000.00000 9000.00000 9000.000
  1306  278.30   10.237  -37.89   33.0    1.1022    0.0396   15.55  110.00   11.70   32.32    0.3400 9000.00000 9000.00000 9000.000
  1308  277.80   10.249  -38.00   32.0    1.1022    0.0397   15.56  109.00   11.50   32.32    0.3400 9000.00000 9000.00000 9000.000
  1310  277.29   10.262  -38.14   32.0    1.1022    0.0397   15.58  109.00   11.40   32.30    0.3400 9000.00000 9000.00000 9000.000
  1312  276.71   10.276  -38.25   31.0    1.1021    0.0398   15.60  108.00   11.20   32.28    0.3400 9000.00000 9000.00000 9000.000
  1314  276.11   10.291  -38.40   31.0    1.1021    0.0399   15.61  107.00   11.00   32.26    0.3400 9000.00000 9000.00000 9000.000
  1316  275.56   10.305  -38.46   31.0    1.1021    0.0400   15.63  106.00   10.80   32.26    0.3400 9000.00000 9000.00000 9000.000
  1318  275.02   10.318  -38.45   30.0    1.1021    0.0401   15.65  105.00   10.60   32.25    0.3400 9000.00000 9000.00000 9000.000
  1320  274.46   10.332  -38.54   30.0    1.1020    0.0402   15.67  104.00   10.40   32.24    0.3400 9000.00000 9000.00000 9000.000
  1322  273.94   10.345  -38.62   29.0    1.1020    0.0402   15.68  103.00   10.30   32.23    0.3400 9000.00000 9000.00000 9000.000
  1324  273.48   10.357  -38.63   28.0    1.1020    0.0403   15.70  101.00   10.10   32.22    0.3400 9000.00000 9000.00000 9000.000
  1326  273.07   10.367  -38.63   28.0    1.1020    0.0404   15.71  100.00   10.00   32.22    0.3400 9000.00000 9000.00000 9000.000
  1328  272.71   10.376  -38.71   27.0    1.1020    0.0404   15.72   99.00    9.90   32.21    0.3400 9000.00000 9000.00000 9000.000
  1330  272.33   10.386  -38.82   26.0    1.1019    0.0405   15.73   98.00    9.80   32.20    0.3400 9000.00000 9000.00000 9000.000
  1332  271.99   10.394  -38.80   25.0    1.1020    0.0405   15.74   97.00    9.70   32.20    0.3400 9000.00000 9000.00000 9000.000
  1334  271.66   10.403  -38.79   24.0    1.1019    0.0406   15.76   96.00    9.60   32.19    0.3400 9000.00000 9000.00000 9000.000
  1336  271.28   10.412  -38.86   22.0    1.1019    0.0406   15.77   95.00    9.50   32.18    0.3400 9000.00000 9000.00000 9000.000
  1338  270.91   10.421  -38.87   21.0    1.1399    0.0421   15.78   94.00    9.40   32.18    0.3500 9000.00000 9000.00000 9000.000
  1340  270.55   10.431  -38.88   20.0    1.1399    0.0421   15.79   94.00    9.30   32.18    0.3500 9000.00000 9000.00000 9000.000
  1342  270.17   10.440  -38.98   19.0    1.1399    0.0422   15.80   93.00    9.20   32.17    0.3500 9000.00000 9000.00000 9000.000
  1344  269.80   10.450  -39.06   19.0    1.1779    0.0437   15.82   92.00    9.10   32.18    0.3600 9000.00000 9000.00000 9000.000
  1346  269.43   10.459  -39.06   19.0    1.1779    0.0437   15.83   92.00    9.00   32.17    0.3600 9000.00000 9000.00000 9000.000
  1348  269.08   10.468  -39.11   18.0    1.1779    0.0438   15.84   91.00    8.80   32.16    0.3600 9000.00000 9000.00000 9000.000
  1350  268.74   10.476  -39.19   18.0    1.1779    0.0438   15.85   91.00    8.70   32.16    0.3600 9000.00000 9000.00000 9000.000
  1352  268.41   10.485  -39.23   17.0    1.1778    0.0439   15.86   91.00    8.60   32.15    0.3600 9000.00000 9000.00000 9000.000
  1354  268.06   10.494  -39.26   17.0    1.2158    0.0454   15.88   91.00    8.40   32.13    0.3700 9000.00000 9000.00000 9000.000
  1356  267.69   10.503  -39.32   16.0    1.2158    0.0454   15.89   91.00    8.30   32.13    0.3700 9000.00000 9000.00000 9000.000
  1358  267.29   10.514  -39.40   16.0    1.2158    0.0455   15.90   91.00    8.10   32.13    0.3700 9000.00000 9000.00000 9000.000
  1360  266.87   10.524  -39.46   15.0    1.2158    0.0456   15.92   92.00    8.00   32.12    0.3700 9000.00000 9000.00000 9000.000
  1362  266.46   10.535  -39.52   15.0    1.2537    0.0470   15.93   92.00    7.90   32.10    0.3800 9000.00000 9000.00000 9000.000
  1364  266.03   10.546  -39.61   14.0    1.2537    0.0471   15.95   93.00    7.80   32.09    0.3800 9000.00000 9000.00000 9000.000
  1366  265.55   10.558  -39.72   14.0    1.2536    0.0472   15.97   94.00    7.70   32.08    0.3800 9000.00000 9000.00000 9000.000
  1368  265.03   10.572  -39.85   14.0    1.2536    0.0473   15.99   95.00    7.60   32.07    0.3800 9000.00000 9000.00000 9000.000
  1370  264.51   10.585  -39.93   13.0    1.2916    0.0488   16.01   95.00    7.50   32.06    0.3900 9000.00000 9000.00000 9000.000
  1372  263.98   10.599  -39.98   13.0    1.2916    0.0489   16.03   96.00    7.40   32.06    0.3900 9000.00000 9000.00000 9000.000
  1374  263.44   10.613  -39.98   13.0    1.2916    0.0490   16.05   96.00    7.30   32.05    0.3900 9000.00000 9000.00000 9000.000
  1376  262.87   10.627  -40.09   12.0    1.2915    0.0491   16.07   96.00    7.20   32.03    0.3900 9000.00000 9000.00000 9000.000
  1378  262.34   10.641  -40.28   12.0    1.2915    0.0492   16.09   96.00    7.10   32.02    0.3900 9000.00000 9000.00000 9000.000
  1380  261.86   10.654  -40.37   11.0    1.2914    0.0493   16.11   96.00    6.90   32.01    0.3900 9000.00000 9000.00000 9000.000
  1382  261.33   10.667  -40.49   11.0    1.2914    0.0494   16.13   95.00    6.80   31.99    0.3900 9000.00000 9000.00000 9000.000
  1384  260.76   10.682  -40.63   11.0    1.2913    0.0495   16.15   94.00    6.60   31.98    0.3900 9000.00000 9000.00000 9000.000
  1386  260.17   10.698  -40.72   11.0    1.3293    0.0511   16.18   93.00    6.50   31.97    0.4000 9000.00000 9000.00000 9000.000
  1388  259.58   10.713  -40.88   10.0    1.3293    0.0512   16.20   92.00    6.30   31.97    0.4000 9000.00000 9000.00000 9000.000
  1390  258.99   10.729  -41.05   10.0    1.3293    0.0513   16.22   91.00    6.20   31.96    0.4000 9000.00000 9000.00000 9000.000
  1392  258.38   10.745  -41.14   10.0    1.3293    0.0514   16.25   90.00    6.00   31.95    0.4000 9000.00000 9000.00000 9000.000
  1394  257.89   10.758  -41.25   10.0    1.3292    0.0515   16.27   90.00    5.90   31.93    0.4000 9000.00000 9000.00000 9000.000
  1396  257.40   10.771  -41.33    9.0    1.3292    0.0516   16.29   89.00    5.70   31.92    0.4000 9000.00000 9000.00000 9000.000
  1398  256.84   10.785  -41.42    9.0    1.3291    0.0517   16.31   89.00    5.60   31.90    0.4000 9000.00000 9000.00000 9000.000
  1400  256.30   10.800  -41.53    9.0    1.2911    0.0504   16.33   89.00    5.40   31.89    0.3900 9000.00000 9000.00000 9000.000
  1402  255.83   10.812  -41.57    9.0    1.2910    0.0505   16.35   89.00    5.20   31.87    0.3900 9000.00000 9000.00000 9000.000
  1404  255.36   10.825  -41.63    9.0    1.2910    0.0506   16.37   89.00    5.10   31.87    0.3900 9000.00000 9000.00000 9000.000
  1406  254.80   10.839  -41.83    8.0    1.2910    0.0507   16.39   89.00    4.90   31.85    0.3900 9000.00000 9000.00000 9000.000
  1408  254.17   10.856  -42.00    8.0    1.2910    0.0508   16.42   89.00    4.60   31.84    0.3900 9000.00000 9000.00000 9000.000
  1410  253.56   10.872  -42.16    8.0    1.2910    0.0509   16.44   89.00    4.40   31.84    0.3900 9000.00000 9000.00000 9000.000
  1412  253.00   10.887  -42.33    8.0    1.2909    0.0510   16.47   89.00    4.10   31.83    0.3900 9000.00000 9000.00000 9000.000
  1414  252.48   10.901  -42.42    8.0    1.2909    0.0511   16.49   88.00    3.80   31.81    0.3900 9000.00000 9000.00000 9000.000
  1416  252.03   10.913  -42.52    9.0    1.2909    0.0512   16.51   87.00    3.50   31.80    0.3900 9000.00000 9000.00000 9000.000
  1418  251.52   10.927  -42.68    9.0    1.2909    0.0513   16.53   86.00    3.20   31.80    0.3900 9000.00000 9000.00000 9000.000
  1420  251.01   10.941  -42.80    9.0    1.2909    0.0514   16.55   84.00    2.90   31.80    0.3900 9000.00000 9000.00000 9000.000
  1422  250.54   10.953  -42.85    9.0    1.2908    0.0515   16.57   81.00    2.60   31.78    0.3900 9000.00000 9000.00000 9000.000
  1424  250.17   10.963  -42.90    9.0    1.2908    0.0516   16.58   78.00    2.40   31.77    0.3900 9000.00000 9000.00000 9000.000
  1426  249.85   10.972  -42.90    9.0    1.2908    0.0517   16.59   75.00    2.10   31.76    0.3900 9000.00000 9000.00000 9000.000
  1428  249.52   10.981  -42.87    9.0    1.2908    0.0517   16.61   70.00    1.90   31.76    0.3900 9000.00000 9000.00000 9000.000
  1430  249.17   10.990  -42.90    9.0    1.2907    0.0518   16.62   65.00    1.70   31.74    0.3900 9000.00000 9000.00000 9000.000
  1432  248.76   11.001  -43.05    9.0    1.2907    0.0519   16.64   61.00    1.60   31.73    0.3900 9000.00000 9000.00000 9000.000
  1434  248.40   11.011  -43.22    9.0    1.2906    0.0520   16.65   56.00    1.50   31.72    0.3900 9000.00000 9000.00000 9000.000
  1436  248.07   11.020  -43.32    9.0    1.2906    0.0520   16.67   51.00    1.40   31.71    0.3900 9000.00000 9000.00000 9000.000
  1438  247.74   11.029  -43.38    9.0    1.2906    0.0521   16.68   48.00    1.30   31.71    0.3900 9000.00000 9000.00000 9000.000
  1440  247.40   11.038  -43.43    9.0    1.2906    0.0522   16.69   44.00    1.30   31.71    0.3900 9000.00000 9000.00000 9000.000
  1442  247.04   11.048  -43.53    9.0    1.2906    0.0522   16.71   41.00    1.20   31.70    0.3900 9000.00000 9000.00000 9000.000
  1444  246.67   11.058  -43.64    9.0    1.2906    0.0523   16.72   37.00    1.20   31.69    0.3900 9000.00000 9000.00000 9000.000
  1446  246.30   11.068  -43.70    9.0    1.2904    0.0524   16.74   33.00    1.10   31.66    0.3900 9000.00000 9000.00000 9000.000
  1448  245.90   11.079  -43.76    9.0    1.2904    0.0525   16.76   28.00    1.10   31.65    0.3900 9000.00000 9000.00000 9000.000
  1450  245.56   11.088  -43.78    9.0    1.2904    0.0525   16.77   24.00    1.10   31.64    0.3900 9000.00000 9000.00000 9000.000
  1452  245.21   11.098  -43.86    9.0    1.2524    0.0511   16.78   18.00    1.10   31.64    0.3800 9000.00000 9000.00000 9000.000
  1454  244.81   11.109  -44.00    9.0    1.2524    0.0512   16.80   12.00    1.10   31.63    0.3800 9000.00000 9000.00000 9000.000
  1456  244.42   11.120  -44.13    9.0    1.2524    0.0512   16.82    6.00    1.10   31.63    0.3800 9000.00000 9000.00000 9000.000
  1458  244.06   11.129  -44.19    9.0    1.2524    0.0513   16.83    0.00    1.20   31.63    0.3800 9000.00000 9000.00000 9000.000
  1460  243.69   11.140  -44.32    9.0    1.2524    0.0514   16.85  354.00    1.20   31.62    0.3800 9000.00000 9000.00000 9000.000
  1462  243.33   11.149  -44.38    9.0    1.2524    0.0515   16.86  349.00    1.30   31.62    0.3800 9000.00000 9000.00000 9000.000
  1464  242.97   11.159  -44.39    9.0    1.2524    0.0515   16.88  344.00    1.40   31.61    0.3800 9000.00000 9000.00000 9000.000
  1466  242.64   11.168  -44.43    9.0    1.2524    0.0516   16.89  339.00    1.50   31.61    0.3800 9000.00000 9000.00000 9000.000
  1468  242.32   11.177  -44.52    9.0    1.2524    0.0517   16.90  335.00    1.60   31.60    0.3800 9000.00000 9000.00000 9000.000
  1470  242.01   11.186  -44.59    9.0    1.2144    0.0502   16.91  331.00    1.70   31.59    0.3700 9000.00000 9000.00000 9000.000
  1472  241.69   11.195  -44.64    9.0    1.2144    0.0502   16.93  328.00    1.80   31.58    0.3700 9000.00000 9000.00000 9000.000
  1474  241.36   11.204  -44.71    9.0    1.2144    0.0503   16.94  325.00    1.90   31.58    0.3700 9000.00000 9000.00000 9000.000
  1476  241.02   11.213  -44.85    9.0    1.2143    0.0504   16.95  323.00    2.00   31.57    0.3700 9000.00000 9000.00000 9000.000
  1478  240.68   11.223  -45.00    8.0    1.2143    0.0505   16.97  321.00    2.10   31.56    0.3700 9000.00000 9000.00000 9000.000
  1480  240.34   11.232  -45.09    8.0    1.2143    0.0505   16.98  320.00    2.20   31.56    0.3700 9000.00000 9000.00000 9000.000
  1482  239.98   11.242  -45.12    9.0    1.2143    0.0506   17.00  319.00    2.40   31.55    0.3700 9000.00000 9000.00000 9000.000
  1484  239.63   11.252  -45.21    8.0    1.1763    0.0491   17.01  318.00    2.50   31.53    0.3600 9000.00000 9000.00000 9000.000
  1486  239.27   11.262  -45.33    8.0    1.1763    0.0492   17.02  318.00    2.60   31.53    0.3600 9000.00000 9000.00000 9000.000
  1488  238.87   11.273  -45.43    8.0    1.1762    0.0492   17.04  318.00    2.70   31.51    0.3600 9000.00000 9000.00000 9000.000
  1490  238.46   11.285  -45.51    8.0    1.1762    0.0493   17.05  317.00    2.70   31.50    0.3600 9000.00000 9000.00000 9000.000
  1492  238.02   11.297  -45.62    8.0    1.1762    0.0494   17.07  317.00    2.80   31.49    0.3600 9000.00000 9000.00000 9000.000
  1494  237.58   11.309  -45.66    9.0    1.1762    0.0495   17.09  317.00    2.90   31.48    0.3600 9000.00000 9000.00000 9000.000
  1496  237.20   11.320  -45.67    9.0    1.1762    0.0496   17.10  317.00    2.90   31.48    0.3600 9000.00000 9000.00000 9000.000
  1498  236.86   11.329  -45.73    8.0    1.1761    0.0497   17.12  317.00    3.00   31.47    0.3600 9000.00000 9000.00000 9000.000
  1500  236.54   11.338  -45.82    8.0    1.1761    0.0497   17.13  316.00    3.00   31.46    0.3600 9000.00000 9000.00000 9000.000
  1502  236.20   11.348  -45.92    8.0    1.1761    0.0498   17.14  316.00    3.00   31.45    0.3600 9000.00000 9000.00000 9000.000
  1504  235.86   11.358  -46.00    8.0    1.1381    0.0483   17.16  315.00    3.00   31.44    0.3500 9000.00000 9000.00000 9000.000
  1506  235.53   11.367  -46.08    8.0    1.1381    0.0483   17.17  314.00    3.00   31.43    0.3500 9000.00000 9000.00000 9000.000
  1508  235.15   11.378  -46.17    8.0    1.1380    0.0484   17.18  314.00    3.00   31.41    0.3500 9000.00000 9000.00000 9000.000
  1510  234.79   11.388  -46.28    8.0    1.1001    0.0469   17.20  313.00    3.00   31.41    0.3400 9000.00000 9000.00000 9000.000
  1512  234.47   11.397  -46.31    8.0    1.1001    0.0469   17.21  313.00    3.00   31.40    0.3400 9000.00000 9000.00000 9000.000
  1514  234.16   11.406  -46.34    8.0    1.1000    0.0470   17.22  313.00    3.00   31.39    0.3400 9000.00000 9000.00000 9000.000
  1516  233.85   11.414  -46.39    8.0    1.1000    0.0470   17.23  313.00    3.00   31.38    0.3400 9000.00000 9000.00000 9000.000
  1518  233.56   11.423  -46.47    8.0    1.1000    0.0471   17.24  313.00    3.10   31.38    0.3400 9000.00000 9000.00000 9000.000
  1520  233.28   11.431  -46.52    8.0    1.1000    0.0472   17.25  314.00    3.10   31.37    0.3400 9000.00000 9000.00000 9000.000
  1522  232.99   11.439  -46.56    8.0    1.1000    0.0472   17.26  315.00    3.10   31.36    0.3400 9000.00000 9000.00000 9000.000
  1524  232.72   11.447  -46.65    8.0    1.0999    0.0473   17.27  315.00    3.20   31.35    0.3400 9000.00000 9000.00000 9000.000
  1526  232.45   11.454  -46.70    8.0    1.0620    0.0457   17.28  316.00    3.30   31.34    0.3300 9000.00000 9000.00000 9000.000
  1528  232.12   11.464  -46.77    8.0    1.0619    0.0457   17.30  317.00    3.40   31.32    0.3300 9000.00000 9000.00000 9000.000
  1530  231.79   11.473  -46.82    8.0    1.0619    0.0458   17.31  318.00    3.40   31.31    0.3300 9000.00000 9000.00000 9000.000
  1532  231.50   11.481  -46.86    8.0    1.0619    0.0459   17.32  319.00    3.60   31.30    0.3300 9000.00000 9000.00000 9000.000
  1534  231.20   11.490  -46.92    8.0    1.0618    0.0459   17.33  320.00    3.70   31.28    0.3300 9000.00000 9000.00000 9000.000
  1536  230.89   11.499  -46.98    8.0    1.0618    0.0460   17.34  320.00    3.80   31.27    0.3300 9000.00000 9000.00000 9000.000
  1538  230.58   11.508  -47.05    8.0    1.0618    0.0460   17.35  320.00    3.90   31.26    0.3300 9000.00000 9000.00000 9000.000
  1540  230.30   11.516  -47.14    8.0    1.0618    0.0461   17.36  320.00    4.00   31.26    0.3300 9000.00000 9000.00000 9000.000
  1542  230.00   11.524  -47.23    8.0    1.0618    0.0462   17.37  320.00    4.00   31.25    0.3300 9000.00000 9000.00000 9000.000
