   786  541.86    5.263   -2.07    7.0    2.4994    0.0461    8.34  142.00    1.20   35.66    0.7000 9000.00000 9000.00000 9000.000
   788  541.40    5.270   -2.12    6.0    2.5378    0.0469    8.35  143.00    1.40   35.66    0.7100 9000.00000 9000.00000 9000.000
   790  540.97    5.276   -2.07    5.0    2.5378    0.0469    8.37  143.00    1.50   35.66    0.7100 9000.00000 9000.00000 9000.000
   792  540.54    5.283   -2.09    5.0    2.5378    0.0469    8.39  143.00    1.60   35.66    0.7100 9000.00000 9000.00000 9000.000
   794  540.08    5.289   -2.18    4.0    2.5378    0.0470    8.40  143.00    1.70   35.66    0.7100 9000.00000 9000.00000 9000.000
   796  539.66    5.296   -2.19    4.0    2.5378    0.0470    8.42  143.00    1.80   35.66    0.7100 9000.00000 9000.00000 9000.000
   798  539.26    5.301   -2.17    4.0    2.5377    0.0471    8.43  143.00    1.80   35.65    0.7100 9000.00000 9000.00000 9000.000
   800  538.78    5.309   -2.24    4.0    2.4993    0.0464    8.45  143.00    1.90   35.65    0.7000 9000.00000 9000.00000 9000.000
   802  538.30    5.316   -2.37    4.0    2.4993    0.0464    8.47  142.00    1.90   35.65    0.7000 9000.00000 9000.00000 9000.000
   804  537.84    5.322   -2.44    4.0    2.4993    0.0465    8.49  141.00    2.00   35.65    0.7000 9000.00000 9000.00000 9000.000
   806  537.39    5.329   -2.43    4.0    2.4993    0.0465    8.50  140.00    2.00   35.65    0.7000 9000.00000 9000.00000 9000.000
   808  536.94    5.336   -2.50    4.0    2.4992    0.0465    8.52  139.00    2.00   35.64    0.7000 9000.00000 9000.00000 9000.000
   810  536.49    5.342   -2.58    4.0    2.4992    0.0466    8.54  138.00    2.00   35.64    0.7000 9000.00000 9000.00000 9000.000
   812  536.03    5.349   -2.62    4.0    2.4991    0.0466    8.55  136.00    1.90   35.63    0.7000 9000.00000 9000.00000 9000.000
   814  535.50    5.357   -2.67    4.0    2.4991    0.0467    8.57  134.00    1.90   35.63    0.7000 9000.00000 9000.00000 9000.000
   816  534.98    5.365   -2.77    4.0    2.4991    0.0467    8.59  132.00    1.80   35.63    0.7000 9000.00000 9000.00000 9000.000
   818  534.49    5.372   -2.87    4.0    2.4606    0.0460    8.61  129.00    1.80   35.62    0.6900 9000.00000 9000.00000 9000.000
   820  534.00    5.379   -2.91    4.0    2.4606    0.0461    8.63  126.00    1.70   35.62    0.6900 9000.00000 9000.00000 9000.000
   822  533.50    5.387   -2.94    4.0    2.4605    0.0461    8.65  123.00    1.70   35.61    0.6900 9000.00000 9000.00000 9000.000
   824  533.10    5.392   -3.00    4.0    2.4605    0.0462    8.66  120.00    1.70   35.61    0.6900 9000.00000 9000.00000 9000.000
   826  532.66    5.399   -3.03    4.0    2.4605    0.0462    8.68  116.00    1.60   35.61    0.6900 9000.00000 9000.00000 9000.000
   828  532.23    5.405   -3.01    4.0    2.4604    0.0462    8.69  113.00    1.60   35.60    0.6900 9000.00000 9000.00000 9000.000
   830  531.78    5.412   -3.04    4.0    2.4604    0.0463    8.71  110.00    1.60   35.60    0.6900 9000.00000 9000.00000 9000.000
   832  531.31    5.419   -3.09    4.0    2.4603    0.0463    8.73  106.00    1.60   35.59    0.6900 9000.00000 9000.00000 9000.000
   834  530.83    5.426   -3.14    4.0    2.4603    0.0463    8.74  103.00    1.60   35.59    0.6900 9000.00000 9000.00000 9000.000
   836  530.36    5.433   -3.15    4.0    2.4603    0.0464    8.76  100.00    1.60   35.58    0.6900 9000.00000 9000.00000 9000.000
   838  529.94    5.439   -3.22    3.0    2.4603    0.0464    8.78   97.00    1.60   35.58    0.6900 9000.00000 9000.00000 9000.000
   840  529.48    5.446   -3.27    3.0    2.4217    0.0457    8.79   94.00    1.60   35.57    0.6800 9000.00000 9000.00000 9000.000
   842  529.03    5.453   -3.26    3.0    2.4217    0.0458    8.81   91.00    1.60   35.57    0.6800 9000.00000 9000.00000 9000.000
   844  528.51    5.461   -3.31    3.0    2.4217    0.0458    8.83   88.00    1.60   35.56    0.6800 9000.00000 9000.00000 9000.000
   846  527.96    5.469   -3.42    3.0    2.4217    0.0459    8.85   85.00    1.50   35.56    0.6800 9000.00000 9000.00000 9000.000
   848  527.38    5.478   -3.44    4.0    2.4216    0.0459    8.87   81.00    1.50   35.55    0.6800 9000.00000 9000.00000 9000.000
   850  526.75    5.487   -3.44    4.0    2.3832    0.0452    8.89   77.00    1.40   35.55    0.6700 9000.00000 9000.00000 9000.000
   852  526.02    5.498   -3.53    4.0    2.3832    0.0453    8.92   72.00    1.40   35.55    0.6700 9000.00000 9000.00000 9000.000
   854  525.26    5.510   -3.69    4.0    2.3832    0.0454    8.94   68.00    1.40   35.55    0.6700 9000.00000 9000.00000 9000.000
   856  524.56    5.520   -3.79    4.0    2.3831    0.0454    8.97   65.00    1.30   35.54    0.6700 9000.00000 9000.00000 9000.000
   858  523.82    5.531   -3.88    5.0    2.3831    0.0455    9.00   62.00    1.30   35.54    0.6700 9000.00000 9000.00000 9000.000
   860  523.04    5.543   -4.03    5.0    2.3446    0.0448    9.02   60.00    1.30   35.54    0.6600 9000.00000 9000.00000 9000.000
   862  522.44    5.552   -4.13    6.0    2.3446    0.0449    9.05   58.00    1.20   35.54    0.6600 9000.00000 9000.00000 9000.000
   864  522.01    5.558   -4.18    6.0    2.3446    0.0449    9.06   58.00    1.20   35.53    0.6600 9000.00000 9000.00000 9000.000
   866  521.61    5.564   -4.22    7.0    2.3445    0.0449    9.07   58.00    1.10   35.52    0.6600 9000.00000 9000.00000 9000.000
   868  521.19    5.571   -4.29    7.0    2.3443    0.0450    9.09   60.00    1.10   35.50    0.6600 9000.00000 9000.00000 9000.000
   870  520.70    5.578   -4.34    8.0    2.3443    0.0450    9.11   61.00    1.00   35.49    0.6600 9000.00000 9000.00000 9000.000
   872  520.24    5.585   -4.36    8.0    2.3442    0.0451    9.12   63.00    1.00   35.48    0.6600 9000.00000 9000.00000 9000.000
   874  519.79    5.592   -4.42    8.0    2.3441    0.0451    9.14   64.00    1.00   35.47    0.6600 9000.00000 9000.00000 9000.000
   876  519.36    5.598   -4.49    8.0    2.3440    0.0451    9.15   64.00    0.90   35.46    0.6600 9000.00000 9000.00000 9000.000
   878  518.91    5.605   -4.60    9.0    2.3440    0.0452    9.17   63.00    0.90   35.46    0.6600 9000.00000 9000.00000 9000.000
   880  518.33    5.614   -4.68    9.0    2.3440    0.0452    9.19   60.00    0.90   35.45    0.6600 9000.00000 9000.00000 9000.000
   882  517.62    5.625   -4.77    9.0    2.3440    0.0453    9.22   56.00    1.00   35.45    0.6600 9000.00000 9000.00000 9000.000
   884  516.90    5.636   -4.87   11.0    2.3440    0.0453    9.24   52.00    1.10   35.45    0.6600 9000.00000 9000.00000 9000.000
   886  516.16    5.647   -5.01   13.0    2.3438    0.0454    9.27   48.00    1.20   35.43    0.6600 9000.00000 9000.00000 9000.000
   888  515.39    5.659   -5.16   17.0    2.3438    0.0455    9.30   44.00    1.30   35.43    0.6600 9000.00000 9000.00000 9000.000
   890  514.69    5.669   -5.27   20.0    2.3437    0.0455    9.32   41.00    1.50   35.42    0.6600 9000.00000 9000.00000 9000.000
   892  514.01    5.680   -5.35   23.0    2.3053    0.0448    9.35   38.00    1.60   35.42    0.6500 9000.00000 9000.00000 9000.000
   894  513.39    5.689   -5.41   24.0    2.3052    0.0449    9.37   36.00    1.70   35.41    0.6500 9000.00000 9000.00000 9000.000
   896  512.87    5.697   -5.44   26.0    2.3437    0.0457    9.39   35.00    1.90   35.41    0.6600 9000.00000 9000.00000 9000.000
   898  512.32    5.706   -5.53   29.0    2.3437    0.0457    9.41   34.00    2.00   35.41    0.6600 9000.00000 9000.00000 9000.000
   900  511.72    5.715   -5.68   32.0    2.3437    0.0458    9.43   33.00    2.00   35.41    0.6600 9000.00000 9000.00000 9000.000
   902  511.14    5.724   -5.80   33.0    2.3437    0.0459    9.45   33.00    2.00   35.41    0.6600 9000.00000 9000.00000 9000.000
   904  510.63    5.732   -5.90   34.0    2.3436    0.0459    9.47   32.00    2.00   35.40    0.6600 9000.00000 9000.00000 9000.000
   906  510.14    5.739   -5.98   34.0    2.3436    0.0459    9.49   32.00    1.90   35.40    0.6600 9000.00000 9000.00000 9000.000
   908  509.56    5.748   -6.08   34.0    2.3435    0.0460    9.51   31.00    1.80   35.39    0.6600 9000.00000 9000.00000 9000.000
   910  508.86    5.759   -6.13   34.0    2.3434    0.0461    9.53   31.00    1.70   35.38    0.6600 9000.00000 9000.00000 9000.000
   912  508.24    5.768   -6.20   34.0    2.3435    0.0461    9.55   31.00    1.60   35.39    0.6600 9000.00000 9000.00000 9000.000
   914  507.65    5.777   -6.25   33.0    2.3434    0.0462    9.58   31.00    1.40   35.38    0.6600 9000.00000 9000.00000 9000.000
   916  507.15    5.785   -6.26   33.0    2.3433    0.0462    9.59   32.00    1.30   35.36    0.6600 9000.00000 9000.00000 9000.000
   918  506.76    5.791   -6.24   32.0    2.3433    0.0462    9.61   34.00    1.20   35.36    0.6600 9000.00000 9000.00000 9000.000
   920  506.28    5.799   -6.36   30.0    2.3431    0.0463    9.63   36.00    1.10   35.34    0.6600 9000.00000 9000.00000 9000.000
   922  505.76    5.806   -6.49   29.0    2.3431    0.0463    9.64   39.00    1.00   35.34    0.6600 9000.00000 9000.00000 9000.000
   924  505.25    5.814   -6.56   28.0    2.3431    0.0464    9.66   43.00    1.00   35.34    0.6600 9000.00000 9000.00000 9000.000
   926  504.78    5.822   -6.56   25.0    2.3430    0.0464    9.68   47.00    1.00   35.33    0.6600 9000.00000 9000.00000 9000.000
   928  504.29    5.829   -6.61   23.0    2.3430    0.0465    9.70   50.00    1.00   35.33    0.6600 9000.00000 9000.00000 9000.000
   930  503.82    5.837   -6.70   24.0    2.3430    0.0465    9.72   54.00    1.00   35.32    0.6600 9000.00000 9000.00000 9000.000
   932  503.31    5.844   -6.77   24.0    2.3430    0.0466    9.73   59.00    1.00   35.32    0.6600 9000.00000 9000.00000 9000.000
   934  502.82    5.852   -6.83   23.0    2.3430    0.0466    9.75   62.00    1.00   35.32    0.6600 9000.00000 9000.00000 9000.000
   936  502.37    5.859   -6.91   22.0    2.3429    0.0466    9.77   65.00    1.00   35.31    0.6600 9000.00000 9000.00000 9000.000
   938  501.90    5.866   -6.91   20.0    2.3429    0.0467    9.79   68.00    1.00   35.31    0.6600 9000.00000 9000.00000 9000.000
   940  501.44    5.873   -6.89   18.0    2.3428    0.0467    9.80   72.00    1.00   35.30    0.6600 9000.00000 9000.00000 9000.000
   942  500.94    5.881   -6.98   18.0    2.3811    0.0475    9.82   75.00    1.00   35.29    0.6700 9000.00000 9000.00000 9000.000
   944  500.45    5.889   -7.09   18.0    2.3811    0.0476    9.84   78.00    1.00   35.29    0.6700 9000.00000 9000.00000 9000.000
   946  499.97    5.896   -7.15   18.0    2.3811    0.0476    9.86   80.00    1.00   35.29    0.6700 9000.00000 9000.00000 9000.000
   948  499.50    5.904   -7.16   17.0    2.3811    0.0477    9.88   81.00    1.00   35.28    0.6700 9000.00000 9000.00000 9000.000
   950  499.06    5.911   -7.20   17.0    2.3811    0.0477    9.89   82.00    0.90   35.28    0.6700 9000.00000 9000.00000 9000.000
   952  498.59    5.918   -7.33   16.0    2.3810    0.0478    9.91   80.00    0.90   35.27    0.6700 9000.00000 9000.00000 9000.000
   954  498.12    5.925   -7.43   16.0    2.3810    0.0478    9.93   78.00    0.90   35.27    0.6700 9000.00000 9000.00000 9000.000
   956  497.64    5.933   -7.48   17.0    2.3810    0.0478    9.95   74.00    0.90   35.27    0.6700 9000.00000 9000.00000 9000.000
   958  497.17    5.940   -7.56   17.0    2.3809    0.0479    9.96   67.00    1.00   35.26    0.6700 9000.00000 9000.00000 9000.000
   960  496.68    5.948   -7.66   17.0    2.3809    0.0479    9.98   60.00    1.00   35.26    0.6700 9000.00000 9000.00000 9000.000
   962  496.14    5.956   -7.71   17.0    2.3809    0.0480   10.00   52.00    1.10   35.26    0.6700 9000.00000 9000.00000 9000.000
   964  495.61    5.964   -7.76   17.0    2.3808    0.0480   10.02   46.00    1.20   35.25    0.6700 9000.00000 9000.00000 9000.000
   966  495.04    5.973   -7.68   15.0    2.3808    0.0481   10.05   40.00    1.40   35.25    0.6700 9000.00000 9000.00000 9000.000
   968  494.42    5.983   -7.54   12.0    2.3808    0.0482   10.07   35.00    1.60   35.24    0.6700 9000.00000 9000.00000 9000.000
   970  493.75    5.994   -7.51   11.0    2.3808    0.0482   10.09   32.00    1.80   35.24    0.6700 9000.00000 9000.00000 9000.000
   972  493.04    6.005   -7.61   10.0    2.3807    0.0483   10.12   29.00    2.00   35.23    0.6700 9000.00000 9000.00000 9000.000
   974  492.35    6.016   -7.71   10.0    2.3807    0.0484   10.15   28.00    2.30   35.23    0.6700 9000.00000 9000.00000 9000.000
   976  491.75    6.025   -7.76   10.0    2.3806    0.0484   10.17   27.00    2.50   35.22    0.6700 9000.00000 9000.00000 9000.000
   978  491.25    6.033   -7.78   10.0    2.3422    0.0477   10.19   27.00    2.70   35.22    0.6600 9000.00000 9000.00000 9000.000
   980  490.78    6.041   -7.81   10.0    2.3421    0.0477   10.21   27.00    2.90   35.21    0.6600 9000.00000 9000.00000 9000.000
   982  490.33    6.048   -7.85    9.0    2.3037    0.0470   10.22   27.00    3.10   35.21    0.6500 9000.00000 9000.00000 9000.000
   984  489.84    6.056   -7.90   10.0    2.3421    0.0478   10.24   27.00    3.20   35.21    0.6600 9000.00000 9000.00000 9000.000
   986  489.32    6.064   -7.94   10.0    2.3420    0.0479   10.26   27.00    3.30   35.19    0.6600 9000.00000 9000.00000 9000.000
   988  488.84    6.071   -8.01   10.0    2.3420    0.0479   10.28   28.00    3.40   35.19    0.6600 9000.00000 9000.00000 9000.000
   990  488.44    6.078   -8.01   10.0    2.3035    0.0472   10.30   28.00    3.40   35.18    0.6500 9000.00000 9000.00000 9000.000
   992  488.06    6.084   -8.03   11.0    2.3034    0.0472   10.31   28.00    3.50   35.17    0.6500 9000.00000 9000.00000 9000.000
   994  487.62    6.091   -8.06   11.0    2.3034    0.0472   10.33   28.00    3.40   35.16    0.6500 9000.00000 9000.00000 9000.000
   996  487.21    6.097   -8.11   11.0    2.3033    0.0473   10.34   28.00    3.40   35.15    0.6500 9000.00000 9000.00000 9000.000
   998  486.81    6.104   -8.23   11.0    2.3033    0.0473   10.36   28.00    3.40   35.15    0.6500 9000.00000 9000.00000 9000.000
  1000  486.39    6.110   -8.34   11.0    2.3032    0.0474   10.37   28.00    3.30   35.14    0.6500 9000.00000 9000.00000 9000.000
  1002  485.96    6.117   -8.43   11.0    2.3032    0.0474   10.39   27.00    3.30   35.14    0.6500 9000.00000 9000.00000 9000.000
  1004  485.49    6.125   -8.48   11.0    2.3031    0.0474   10.41   26.00    3.20   35.13    0.6500 9000.00000 9000.00000 9000.000
  1006  485.02    6.132   -8.50   12.0    2.2647    0.0467   10.42   26.00    3.10   35.12    0.6400 9000.00000 9000.00000 9000.000
  1008  484.57    6.139   -8.54   13.0    2.2647    0.0467   10.44   25.00    3.00   35.12    0.6400 9000.00000 9000.00000 9000.000
  1010  484.11    6.147   -8.59   13.0    2.2646    0.0468   10.46   25.00    3.00   35.11    0.6400 9000.00000 9000.00000 9000.000
  1012  483.65    6.154   -8.64   12.0    2.2646    0.0468   10.47   25.00    2.90   35.11    0.6400 9000.00000 9000.00000 9000.000
  1014  483.19    6.161   -8.64   10.0    2.2646    0.0469   10.49   25.00    2.80   35.11    0.6400 9000.00000 9000.00000 9000.000
  1016  482.75    6.169   -8.68    9.0    2.2262    0.0461   10.51   25.00    2.70   35.11    0.6300 9000.00000 9000.00000 9000.000
  1018  482.31    6.176   -8.77    8.0    2.2262    0.0462   10.52   26.00    2.60   35.10    0.6300 9000.00000 9000.00000 9000.000
  1020  481.91    6.182   -8.84   10.0    2.2262    0.0462   10.54   26.00    2.50   35.10    0.6300 9000.00000 9000.00000 9000.000
  1022  481.44    6.190   -8.85   10.0    2.2262    0.0462   10.55   28.00    2.40   35.10    0.6300 9000.00000 9000.00000 9000.000
  1024  480.94    6.198   -8.88    9.0    2.2261    0.0463   10.57   29.00    2.40   35.09    0.6300 9000.00000 9000.00000 9000.000
  1026  480.49    6.205   -8.94   10.0    2.2261    0.0463   10.59   30.00    2.30   35.09    0.6300 9000.00000 9000.00000 9000.000
  1028  480.01    6.213   -9.02   11.0    2.2260    0.0464   10.61   32.00    2.30   35.08    0.6300 9000.00000 9000.00000 9000.000
  1030  479.53    6.220   -9.03   12.0    2.2261    0.0464   10.62   33.00    2.30   35.09    0.6300 9000.00000 9000.00000 9000.000
  1032  479.11    6.227   -9.03   12.0    2.2260    0.0465   10.64   35.00    2.40   35.08    0.6300 9000.00000 9000.00000 9000.000
  1034  478.71    6.234   -9.05   11.0    2.2260    0.0465   10.65   36.00    2.40   35.08    0.6300 9000.00000 9000.00000 9000.000
  1036  478.29    6.240   -9.05   11.0    2.2259    0.0465   10.67   37.00    2.50   35.07    0.6300 9000.00000 9000.00000 9000.000
  1038  477.86    6.247   -9.10    9.0    2.2259    0.0466   10.69   38.00    2.50   35.06    0.6300 9000.00000 9000.00000 9000.000
  1040  477.44    6.254   -9.15    7.0    2.2258    0.0466   10.70   38.00    2.60   35.05    0.6300 9000.00000 9000.00000 9000.000
  1042  477.02    6.261   -9.14    6.0    2.2257    0.0467   10.72   38.00    2.70   35.04    0.6300 9000.00000 9000.00000 9000.000
  1044  476.55    6.268   -9.15    6.0    2.1873    0.0459   10.73   39.00    2.80   35.03    0.6200 9000.00000 9000.00000 9000.000
  1046  476.12    6.275   -9.23    5.0    2.1873    0.0459   10.75   39.00    2.80   35.03    0.6200 9000.00000 9000.00000 9000.000
  1048  475.74    6.282   -9.31    5.0    2.1872    0.0460   10.76   39.00    2.80   35.02    0.6200 9000.00000 9000.00000 9000.000
  1050  475.39    6.287   -9.33    5.0    2.1488    0.0452   10.78   40.00    2.80   35.01    0.6100 9000.00000 9000.00000 9000.000
  1052  475.01    6.293   -9.39    6.0    2.1487    0.0452   10.79   40.00    2.80   35.00    0.6100 9000.00000 9000.00000 9000.000
  1054  474.56    6.301   -9.47    6.0    2.1486    0.0453   10.81   41.00    2.80   34.99    0.6100 9000.00000 9000.00000 9000.000
  1056  474.07    6.309   -9.54    6.0    2.1486    0.0453   10.82   41.00    2.70   34.99    0.6100 9000.00000 9000.00000 9000.000
  1058  473.57    6.317   -9.62    7.0    2.1486    0.0454   10.84   42.00    2.60   34.99    0.6100 9000.00000 9000.00000 9000.000
  1060  473.13    6.324   -9.67    7.0    2.1486    0.0454   10.86   43.00    2.60   34.99    0.6100 9000.00000 9000.00000 9000.000
  1062  472.72    6.331   -9.72    8.0    2.1102    0.0446   10.87   45.00    2.50   34.98    0.6000 9000.00000 9000.00000 9000.000
  1064  472.30    6.338   -9.80    8.0    2.1485    0.0455   10.89   46.00    2.50   34.97    0.6100 9000.00000 9000.00000 9000.000
  1066  471.88    6.345   -9.82    8.0    2.1485    0.0455   10.90   48.00    2.40   34.97    0.6100 9000.00000 9000.00000 9000.000
  1068  471.42    6.352   -9.92    8.0    2.1484    0.0456   10.92   50.00    2.30   34.96    0.6100 9000.00000 9000.00000 9000.000
  1070  470.90    6.361  -10.01    8.0    2.1484    0.0456   10.94   51.00    2.30   34.96    0.6100 9000.00000 9000.00000 9000.000
  1072  470.43    6.368  -10.02    8.0    2.1483    0.0457   10.95   53.00    2.30   34.95    0.6100 9000.00000 9000.00000 9000.000
  1074  470.02    6.375  -10.11    8.0    2.1483    0.0457   10.97   55.00    2.20   34.95    0.6100 9000.00000 9000.00000 9000.000
  1076  469.62    6.381  -10.22    8.0    2.1483    0.0457   10.98   56.00    2.20   34.95    0.6100 9000.00000 9000.00000 9000.000
  1078  469.18    6.389  -10.26    8.0    2.1482    0.0458   11.00   57.00    2.20   34.93    0.6100 9000.00000 9000.00000 9000.000
  1080  468.72    6.396  -10.26    8.0    2.1481    0.0458   11.01   58.00    2.10   34.92    0.6100 9000.00000 9000.00000 9000.000
  1082  468.30    6.403  -10.35    8.0    2.1481    0.0459   11.03   59.00    2.10   34.92    0.6100 9000.00000 9000.00000 9000.000
  1084  467.86    6.410  -10.44    8.0    2.1097    0.0451   11.05   60.00    2.10   34.91    0.6000 9000.00000 9000.00000 9000.000
  1086  467.41    6.418  -10.45    8.0    2.1096    0.0451   11.06   60.00    2.00   34.90    0.6000 9000.00000 9000.00000 9000.000
  1088  467.00    6.425  -10.48    8.0    2.1096    0.0452   11.08   60.00    2.00   34.89    0.6000 9000.00000 9000.00000 9000.000
  1090  466.59    6.431  -10.57    8.0    2.1095    0.0452   11.09   59.00    1.90   34.88    0.6000 9000.00000 9000.00000 9000.000
  1092  466.18    6.438  -10.63    8.0    2.1096    0.0453   11.11   58.00    1.80   34.89    0.6000 9000.00000 9000.00000 9000.000
  1094  465.77    6.445  -10.62    8.0    2.1095    0.0453   11.12   57.00    1.80   34.88    0.6000 9000.00000 9000.00000 9000.000
  1096  465.35    6.452  -10.68    8.0    2.1094    0.0453   11.14   56.00    1.70   34.87    0.6000 9000.00000 9000.00000 9000.000
  1098  464.91    6.459  -10.76    8.0    2.1094    0.0454   11.15   54.00    1.70   34.86    0.6000 9000.00000 9000.00000 9000.000
  1100  464.53    6.465  -10.81    8.0    2.1094    0.0454   11.16   52.00    1.60   34.86    0.6000 9000.00000 9000.00000 9000.000
  1102  464.13    6.472  -10.86    8.0    2.1093    0.0454   11.18   50.00    1.60   34.85    0.6000 9000.00000 9000.00000 9000.000
  1104  463.65    6.480  -10.95    8.0    2.1092    0.0455   11.20   48.00    1.60   34.84    0.6000 9000.00000 9000.00000 9000.000
  1106  463.16    6.488  -11.09    8.0    2.1092    0.0455   11.21   46.00    1.60   34.84    0.6000 9000.00000 9000.00000 9000.000
  1108  462.65    6.497  -11.15    8.0    2.1092    0.0456   11.23   45.00    1.60   34.84    0.6000 9000.00000 9000.00000 9000.000
  1110  462.15    6.505  -11.26    8.0    2.1091    0.0456   11.25   45.00    1.60   34.82    0.6000 9000.00000 9000.00000 9000.000
  1112  461.64    6.513  -11.36    8.0    2.1474    0.0465   11.27   44.00    1.60   34.81    0.6100 9000.00000 9000.00000 9000.000
  1114  461.18    6.521  -11.43    8.0    2.1090    0.0457   11.29   44.00    1.60   34.80    0.6000 9000.00000 9000.00000 9000.000
  1116  460.76    6.528  -11.49    8.0    2.1090    0.0458   11.30   44.00    1.60   34.80    0.6000 9000.00000 9000.00000 9000.000
  1118  460.32    6.535  -11.55    7.0    2.1473    0.0466   11.32   45.00    1.60   34.80    0.6100 9000.00000 9000.00000 9000.000
  1120  459.94    6.542  -11.60    7.0    2.1090    0.0459   11.33   46.00    1.60   34.80    0.6000 9000.00000 9000.00000 9000.000
  1122  459.59    6.547  -11.62    7.0    2.1089    0.0459   11.34   46.00    1.60   34.79    0.6000 9000.00000 9000.00000 9000.000
  1124  459.21    6.554  -11.70    7.0    2.1088    0.0459   11.36   47.00    1.60   34.78    0.6000 9000.00000 9000.00000 9000.000
  1126  458.79    6.561  -11.76    7.0    2.1471    0.0468   11.37   47.00    1.50   34.77    0.6100 9000.00000 9000.00000 9000.000
  1128  458.37    6.568  -11.82    7.0    2.1471    0.0468   11.39   47.00    1.50   34.77    0.6100 9000.00000 9000.00000 9000.000
  1130  457.93    6.575  -11.82    6.0    2.1469    0.0469   11.40   47.00    1.40   34.75    0.6100 9000.00000 9000.00000 9000.000
  1132  457.50    6.582  -11.91    6.0    2.1469    0.0469   11.42   46.00    1.40   34.75    0.6100 9000.00000 9000.00000 9000.000
  1134  457.14    6.588  -11.95    6.0    2.1469    0.0470   11.43   46.00    1.30   34.75    0.6100 9000.00000 9000.00000 9000.000
  1136  456.78    6.594  -11.98    6.0    2.1085    0.0462   11.45   45.00    1.30   34.74    0.6000 9000.00000 9000.00000 9000.000
  1138  456.35    6.601  -12.04    6.0    2.1085    0.0462   11.46   43.00    1.20   34.73    0.6000 9000.00000 9000.00000 9000.000
  1140  455.91    6.609  -12.02    6.0    2.1085    0.0462   11.48   42.00    1.10   34.73    0.6000 9000.00000 9000.00000 9000.000
  1142  455.52    6.615  -12.02    7.0    2.1084    0.0463   11.49   40.00    1.10   34.72    0.6000 9000.00000 9000.00000 9000.000
  1144  455.17    6.621  -12.05    6.0    2.1084    0.0463   11.51   38.00    1.00   34.72    0.6000 9000.00000 9000.00000 9000.000
  1146  454.78    6.628  -12.05    6.0    2.1084    0.0464   11.52   36.00    0.90   34.72    0.6000 9000.00000 9000.00000 9000.000
  1148  454.38    6.635  -12.02    6.0    2.1467    0.0472   11.53   35.00    0.90   34.71    0.6100 9000.00000 9000.00000 9000.000
  1150  453.96    6.642  -12.06    6.0    2.1467    0.0473   11.55   33.00    0.90   34.71    0.6100 9000.00000 9000.00000 9000.000
  1152  453.55    6.648  -12.10    6.0    2.1465    0.0473   11.57   31.00    0.80   34.69    0.6100 9000.00000 9000.00000 9000.000
  1154  453.15    6.655  -12.17    6.0    2.1466    0.0474   11.58   29.00    0.80   34.70    0.6100 9000.00000 9000.00000 9000.000
  1156  452.79    6.661  -12.22    6.0    2.1465    0.0474   11.59   29.00    0.80   34.69    0.6100 9000.00000 9000.00000 9000.000
  1158  452.42    6.668  -12.26    6.0    2.1465    0.0474   11.61   28.00    0.80   34.68    0.6100 9000.00000 9000.00000 9000.000
  1160  452.01    6.674  -12.32    6.0    2.1465    0.0475   11.62   27.00    0.80   34.68    0.6100 9000.00000 9000.00000 9000.000
  1162  451.63    6.681  -12.43    7.0    2.1464    0.0475   11.64   26.00    0.80   34.67    0.6100 9000.00000 9000.00000 9000.000
  1164  451.25    6.687  -12.49    8.0    2.1463    0.0476   11.65   26.00    0.90   34.66    0.6100 9000.00000 9000.00000 9000.000
  1166  450.83    6.694  -12.58    9.0    2.1846    0.0485   11.67   26.00    1.00   34.65    0.6200 9000.00000 9000.00000 9000.000
  1168  450.40    6.702  -12.66    8.0    2.1846    0.0485   11.68   26.00    1.10   34.65    0.6200 9000.00000 9000.00000 9000.000
  1170  449.99    6.709  -12.63    8.0    2.1844    0.0485   11.70   27.00    1.20   34.63    0.6200 9000.00000 9000.00000 9000.000
  1172  449.61    6.715  -12.65    8.0    2.2611    0.0503   11.71   27.00    1.40   34.63    0.6400 9000.00000 9000.00000 9000.000
  1174  449.14    6.723  -12.68    9.0    2.2610    0.0503   11.73   27.00    1.60   34.62    0.6400 9000.00000 9000.00000 9000.000
  1176  448.69    6.731  -12.61    9.0    2.2609    0.0504   11.75   28.00    1.80   34.61    0.6400 9000.00000 9000.00000 9000.000
  1178  448.26    6.738  -12.52    8.0    2.2993    0.0513   11.77   29.00    2.10   34.61    0.6500 9000.00000 9000.00000 9000.000
  1180  447.86    6.745  -12.58    8.0    2.3375    0.0522   11.79   29.00    2.30   34.60    0.6600 9000.00000 9000.00000 9000.000
  1182  447.49    6.751  -12.67    8.0    2.3757    0.0531   11.80   30.00    2.60   34.59    0.6700 9000.00000 9000.00000 9000.000
  1184  447.02    6.759  -12.72    8.0    2.4523    0.0549   11.82   31.00    2.90   34.58    0.6900 9000.00000 9000.00000 9000.000
  1186  446.44    6.769  -12.80    8.0    2.4906    0.0558   11.85   31.00    3.20   34.58    0.7000 9000.00000 9000.00000 9000.000
  1188  445.84    6.779  -12.88    7.0    2.5672    0.0576   11.87   32.00    3.40   34.57    0.7200 9000.00000 9000.00000 9000.000
  1190  445.21    6.790  -12.99    7.0    2.6054    0.0585   11.90   33.00    3.70   34.56    0.7300 9000.00000 9000.00000 9000.000
  1192  444.53    6.802  -13.17    7.0    2.6820    0.0603   11.93   34.00    3.90   34.56    0.7500 9000.00000 9000.00000 9000.000
