36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Fri Oct 14 14:50:23 2022
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20200122
Launch Time (UT)                  : 07:13:53
Burst Pressure (hPa)              : 5.88
Integrated O3 to end of data (DU) : 207.09
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : N2513318
Geom. Press. Offset Correction    : Yes
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 1Z33321
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 30.100
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
  1276  406.63    7.512  -11.77    8.0    1.5686    0.0386   13.30 9000.00 9000.00   36.98    0.4400 9000.00000 9000.00000 9000.000
  1278  406.20    7.521  -11.84    8.0    1.5686    0.0386   13.32 9000.00 9000.00   36.98    0.4400 9000.00000 9000.00000 9000.000
  1280  405.75    7.529  -11.83    8.0    1.5686    0.0387   13.33 9000.00 9000.00   36.98    0.4400 9000.00000 9000.00000 9000.000
  1282  405.30    7.537  -11.87    8.0    1.5686    0.0387   13.35 9000.00 9000.00   36.98    0.4400 9000.00000 9000.00000 9000.000
  1284  404.90    7.545  -11.95    7.0    1.5686    0.0387   13.36 9000.00 9000.00   36.98    0.4400 9000.00000 9000.00000 9000.000
  1286  404.47    7.553  -12.03    7.0    1.5685    0.0388   13.37 9000.00 9000.00   36.97    0.4400 9000.00000 9000.00000 9000.000
  1288  404.07    7.561  -12.04    7.0    1.5685    0.0388   13.38 9000.00 9000.00   36.97    0.4400 9000.00000 9000.00000 9000.000
  1290  403.67    7.568  -12.13    8.0    1.5685    0.0389   13.40 9000.00 9000.00   36.98    0.4400 9000.00000 9000.00000 9000.000
  1292  403.24    7.576  -12.21    8.0    1.5685    0.0389   13.41 9000.00 9000.00   36.98    0.4400 9000.00000 9000.00000 9000.000
  1294  402.83    7.584  -12.22    8.0    1.5685    0.0389   13.42 9000.00 9000.00   36.98    0.4400 9000.00000 9000.00000 9000.000
  1296  402.42    7.592  -12.27    8.0    1.6087    0.0400   13.43 9000.00 9000.00   36.97    0.4500 9000.00000 9000.00000 9000.000
  1298  401.99    7.600  -12.35    8.0    1.6087    0.0400   13.45 9000.00 9000.00   36.96    0.4500 9000.00000 9000.00000 9000.000
  1300  401.56    7.608  -12.40    8.0    1.6087    0.0401   13.46 9000.00 9000.00   36.96    0.4500 9000.00000 9000.00000 9000.000
  1302  401.15    7.616  -12.48    7.0    1.6086    0.0401   13.47 9000.00 9000.00   36.95    0.4500 9000.00000 9000.00000 9000.000
  1304  400.75    7.624  -12.55    7.0    1.6086    0.0401   13.49 9000.00 9000.00   36.95    0.4500 9000.00000 9000.00000 9000.000
  1306  400.34    7.631  -12.59    7.0    1.6086    0.0402   13.50 9000.00 9000.00   36.94    0.4500 9000.00000 9000.00000 9000.000
  1308  399.91    7.640  -12.64    7.0    1.6086    0.0402   13.51 9000.00 9000.00   36.94    0.4500 9000.00000 9000.00000 9000.000
  1310  399.49    7.648  -12.69    7.0    1.6086    0.0403   13.53 9000.00 9000.00   36.94    0.4500 9000.00000 9000.00000 9000.000
  1312  399.06    7.656  -12.73    7.0    1.6086    0.0403   13.54 9000.00 9000.00   36.94    0.4500 9000.00000 9000.00000 9000.000
  1314  398.63    7.664  -12.78    7.0    1.6085    0.0404   13.55 9000.00 9000.00   36.93    0.4500 9000.00000 9000.00000 9000.000
  1316  398.20    7.672  -12.86    7.0    1.6085    0.0404   13.57 9000.00 9000.00   36.93    0.4500 9000.00000 9000.00000 9000.000
  1318  397.76    7.681  -12.98    7.0    1.6487    0.0414   13.58 9000.00 9000.00   36.92    0.4600 9000.00000 9000.00000 9000.000
  1320  397.32    7.689  -13.10    7.0    1.6486    0.0415   13.60 9000.00 9000.00   36.91    0.4600 9000.00000 9000.00000 9000.000
  1322  396.90    7.697  -13.11    7.0    1.6486    0.0415   13.61 9000.00 9000.00   36.91    0.4600 9000.00000 9000.00000 9000.000
  1324  396.52    7.705  -13.15    7.0    1.6486    0.0416   13.62 9000.00 9000.00   36.90    0.4600 9000.00000 9000.00000 9000.000
  1326  396.12    7.712  -13.24    6.0    1.6486    0.0416   13.64 9000.00 9000.00   36.90    0.4600 9000.00000 9000.00000 9000.000
  1328  395.70    7.720  -13.32    6.0    1.6485    0.0417   13.65 9000.00 9000.00   36.89    0.4600 9000.00000 9000.00000 9000.000
  1330  395.29    7.728  -13.34    5.0    1.6887    0.0427   13.66 9000.00 9000.00   36.89    0.4700 9000.00000 9000.00000 9000.000
  1332  394.91    7.735  -13.36    4.0    1.6887    0.0428   13.68 9000.00 9000.00   36.89    0.4700 9000.00000 9000.00000 9000.000
  1334  394.50    7.743  -13.42    4.0    1.6887    0.0428   13.69 9000.00 9000.00   36.88    0.4700 9000.00000 9000.00000 9000.000
  1336  394.06    7.752  -13.53    4.0    1.7289    0.0439   13.71 9000.00 9000.00   36.88    0.4800 9000.00000 9000.00000 9000.000
  1338  393.61    7.761  -13.57    4.0    1.7289    0.0439   13.72 9000.00 9000.00   36.88    0.4800 9000.00000 9000.00000 9000.000
  1340  393.19    7.769  -13.67    4.0    1.7691    0.0450   13.74 9000.00 9000.00   36.87    0.4900 9000.00000 9000.00000 9000.000
  1342  392.79    7.776  -13.77    4.0    1.7691    0.0450   13.75 9000.00 9000.00   36.87    0.4900 9000.00000 9000.00000 9000.000
  1344  392.40    7.784  -13.83    4.0    1.7691    0.0451   13.76 9000.00 9000.00   36.88    0.4900 9000.00000 9000.00000 9000.000
  1346  392.02    7.791  -13.90    4.0    1.8093    0.0462   13.78 9000.00 9000.00   36.88    0.5000 9000.00000 9000.00000 9000.000
  1348  391.62    7.799  -13.97    4.0    1.8092    0.0462   13.79 9000.00 9000.00   36.87    0.5000 9000.00000 9000.00000 9000.000
  1350  391.19    7.807  -14.01    4.0    1.8092    0.0462   13.81 9000.00 9000.00   36.86    0.5000 9000.00000 9000.00000 9000.000
  1352  390.75    7.816  -14.06    4.0    1.8092    0.0463   13.82 9000.00 9000.00   36.86    0.5000 9000.00000 9000.00000 9000.000
  1354  390.31    7.825  -14.13    4.0    1.8092    0.0464   13.84 9000.00 9000.00   36.86    0.5000 9000.00000 9000.00000 9000.000
  1356  389.86    7.833  -14.24    4.0    1.8091    0.0464   13.86 9000.00 9000.00   36.85    0.5000 9000.00000 9000.00000 9000.000
  1358  389.45    7.841  -14.29    4.0    1.8090    0.0465   13.87 9000.00 9000.00   36.84    0.5000 9000.00000 9000.00000 9000.000
  1360  389.05    7.849  -14.32    4.0    1.8090    0.0465   13.89 9000.00 9000.00   36.84    0.5000 9000.00000 9000.00000 9000.000
  1362  388.65    7.857  -14.42    5.0    1.8090    0.0465   13.90 9000.00 9000.00   36.83    0.5000 9000.00000 9000.00000 9000.000
  1364  388.25    7.865  -14.46    5.0    1.8090    0.0466   13.92 9000.00 9000.00   36.83    0.5000 9000.00000 9000.00000 9000.000
  1366  387.85    7.872  -14.47    5.0    1.8089    0.0466   13.93 9000.00 9000.00   36.82    0.5000 9000.00000 9000.00000 9000.000
  1368  387.43    7.881  -14.52    5.0    1.8089    0.0467   13.95 9000.00 9000.00   36.82    0.5000 9000.00000 9000.00000 9000.000
  1370  387.02    7.889  -14.57    5.0    1.8089    0.0467   13.96 9000.00 9000.00   36.82    0.5000 9000.00000 9000.00000 9000.000
  1372  386.64    7.896  -14.61    5.0    1.8089    0.0468   13.97 9000.00 9000.00   36.82    0.5000 9000.00000 9000.00000 9000.000
  1374  386.21    7.905  -14.66    5.0    1.8089    0.0468   13.99 9000.00 9000.00   36.81    0.5000 9000.00000 9000.00000 9000.000
  1376  385.80    7.912  -14.72    5.0    1.8088    0.0469   14.01 9000.00 9000.00   36.80    0.5000 9000.00000 9000.00000 9000.000
  1378  385.44    7.920  -14.80    5.0    1.8088    0.0469   14.02 9000.00 9000.00   36.80    0.5000 9000.00000 9000.00000 9000.000
  1380  385.06    7.927  -14.90    5.0    1.8088    0.0470   14.03 9000.00 9000.00   36.80    0.5000 9000.00000 9000.00000 9000.000
  1382  384.62    7.936  -14.95    5.0    1.8088    0.0470   14.05 9000.00 9000.00   36.79    0.5000 9000.00000 9000.00000 9000.000
  1384  384.20    7.944  -15.01    5.0    1.8087    0.0471   14.07 9000.00 9000.00   36.78    0.5000 9000.00000 9000.00000 9000.000
  1386  383.81    7.952  -15.08    5.0    1.8087    0.0471   14.08 9000.00 9000.00   36.78    0.5000 9000.00000 9000.00000 9000.000
  1388  383.43    7.959  -15.14    5.0    1.7685    0.0461   14.09 9000.00 9000.00   36.78    0.4900 9000.00000 9000.00000 9000.000
  1390  383.06    7.966  -15.20    5.0    1.7685    0.0462   14.11 9000.00 9000.00   36.77    0.4900 9000.00000 9000.00000 9000.000
  1392  382.65    7.974  -15.27    5.0    1.7685    0.0462   14.12 9000.00 9000.00   36.77    0.4900 9000.00000 9000.00000 9000.000
  1394  382.21    7.983  -15.30    6.0    1.7282    0.0452   14.14 9000.00 9000.00   36.76    0.4800 9000.00000 9000.00000 9000.000
  1396  381.79    7.991  -15.37    6.0    1.7282    0.0453   14.15 9000.00 9000.00   36.76    0.4800 9000.00000 9000.00000 9000.000
  1398  381.44    7.998  -15.42    6.0    1.7282    0.0453   14.17 9000.00 9000.00   36.76    0.4800 9000.00000 9000.00000 9000.000
  1400  381.07    8.006  -15.51    6.0    1.7281    0.0453   14.18 9000.00 9000.00   36.75    0.4800 9000.00000 9000.00000 9000.000
  1402  380.67    8.014  -15.59    6.0    1.7281    0.0454   14.19 9000.00 9000.00   36.75    0.4800 9000.00000 9000.00000 9000.000
  1404  380.31    8.021  -15.68    6.0    1.6879    0.0444   14.21 9000.00 9000.00   36.75    0.4700 9000.00000 9000.00000 9000.000
  1406  379.96    8.028  -15.75    6.0    1.6879    0.0444   14.22 9000.00 9000.00   36.75    0.4700 9000.00000 9000.00000 9000.000
  1408  379.58    8.035  -15.76    6.0    1.6879    0.0445   14.23 9000.00 9000.00   36.75    0.4700 9000.00000 9000.00000 9000.000
  1410  379.13    8.044  -15.86    6.0    1.6879    0.0445   14.25 9000.00 9000.00   36.74    0.4700 9000.00000 9000.00000 9000.000
  1412  378.71    8.052  -15.94    6.0    1.6879    0.0446   14.26 9000.00 9000.00   36.74    0.4700 9000.00000 9000.00000 9000.000
  1414  378.32    8.060  -16.01    6.0    1.6879    0.0446   14.28 9000.00 9000.00   36.74    0.4700 9000.00000 9000.00000 9000.000
  1416  377.94    8.068  -16.07    6.0    1.6477    0.0436   14.29 9000.00 9000.00   36.73    0.4600 9000.00000 9000.00000 9000.000
  1418  377.57    8.075  -16.16    6.0    1.6476    0.0436   14.30 9000.00 9000.00   36.72    0.4600 9000.00000 9000.00000 9000.000
  1420  377.16    8.083  -16.23    6.0    1.6476    0.0437   14.32 9000.00 9000.00   36.71    0.4600 9000.00000 9000.00000 9000.000
  1422  376.77    8.091  -16.29    6.0    1.6476    0.0437   14.33 9000.00 9000.00   36.71    0.4600 9000.00000 9000.00000 9000.000
  1424  376.44    8.098  -16.37    6.0    1.6476    0.0438   14.34 9000.00 9000.00   36.71    0.4600 9000.00000 9000.00000 9000.000
  1426  376.08    8.105  -16.42    6.0    1.6074    0.0427   14.35 9000.00 9000.00   36.71    0.4500 9000.00000 9000.00000 9000.000
  1428  375.65    8.113  -16.45    6.0    1.6073    0.0428   14.37 9000.00 9000.00   36.70    0.4500 9000.00000 9000.00000 9000.000
  1430  375.25    8.122  -16.49    6.0    1.6073    0.0428   14.38 9000.00 9000.00   36.70    0.4500 9000.00000 9000.00000 9000.000
  1432  374.86    8.129  -16.57    6.0    1.6073    0.0429   14.39 9000.00 9000.00   36.69    0.4500 9000.00000 9000.00000 9000.000
  1434  374.44    8.138  -16.66    6.0    1.6073    0.0429   14.41 9000.00 9000.00   36.69    0.4500 9000.00000 9000.00000 9000.000
  1436  374.00    8.147  -16.72    6.0    1.6073    0.0430   14.42 9000.00 9000.00   36.69    0.4500 9000.00000 9000.00000 9000.000
  1438  373.58    8.155  -16.69    6.0    1.6072    0.0430   14.44 9000.00 9000.00   36.68    0.4500 9000.00000 9000.00000 9000.000
  1440  373.15    8.164  -16.78    6.0    1.6072    0.0431   14.45 9000.00 9000.00   36.68    0.4500 9000.00000 9000.00000 9000.000
  1442  372.77    8.171  -16.86    6.0    1.5670    0.0420   14.46 9000.00 9000.00   36.67    0.4400 9000.00000 9000.00000 9000.000
  1444  372.41    8.179  -16.97    6.0    1.5670    0.0421   14.48 9000.00 9000.00   36.67    0.4400 9000.00000 9000.00000 9000.000
  1446  372.01    8.187  -17.10    6.0    1.5670    0.0421   14.49 9000.00 9000.00   36.67    0.4400 9000.00000 9000.00000 9000.000
  1448  371.52    8.196  -17.15    6.0    1.5670    0.0422   14.51 9000.00 9000.00   36.67    0.4400 9000.00000 9000.00000 9000.000
  1450  370.98    8.207  -17.14    6.0    1.5670    0.0422   14.52 9000.00 9000.00   36.66    0.4400 9000.00000 9000.00000 9000.000
  1452  370.52    8.217  -17.18    6.0    1.5669    0.0423   14.54 9000.00 9000.00   36.65    0.4400 9000.00000 9000.00000 9000.000
  1454  370.14    8.224  -17.23    6.0    1.5267    0.0412   14.55 9000.00 9000.00   36.65    0.4300 9000.00000 9000.00000 9000.000
  1456  369.76    8.232  -17.31    6.0    1.5267    0.0413   14.56 9000.00 9000.00   36.65    0.4300 9000.00000 9000.00000 9000.000
  1458  369.39    8.240  -17.41    6.0    1.5266    0.0413   14.58 9000.00 9000.00   36.64    0.4300 9000.00000 9000.00000 9000.000
  1460  369.00    8.248  -17.51    6.0    1.5266    0.0414   14.59 9000.00 9000.00   36.64    0.4300 9000.00000 9000.00000 9000.000
  1462  368.60    8.256  -17.59    6.0    1.5266    0.0414   14.60 9000.00 9000.00   36.64    0.4300 9000.00000 9000.00000 9000.000
  1464  368.25    8.263  -17.65    6.0    1.5266    0.0415   14.61 9000.00 9000.00   36.63    0.4300 9000.00000 9000.00000 9000.000
  1466  367.90    8.270  -17.66    6.0    1.5266    0.0415   14.63 9000.00 9000.00   36.63    0.4300 9000.00000 9000.00000 9000.000
  1468  367.55    8.277  -17.63    6.0    1.5266    0.0415   14.64 9000.00 9000.00   36.63    0.4300 9000.00000 9000.00000 9000.000
  1470  367.23    8.283  -17.70    6.0    1.5266    0.0416   14.65 9000.00 9000.00   36.62    0.4300 9000.00000 9000.00000 9000.000
  1472  366.87    8.291  -17.85    6.0    1.5265    0.0416   14.66 9000.00 9000.00   36.61    0.4300 9000.00000 9000.00000 9000.000
  1474  366.51    8.298  -17.95    6.0    1.5265    0.0416   14.67 9000.00 9000.00   36.61    0.4300 9000.00000 9000.00000 9000.000
  1476  366.13    8.306  -18.01    6.0    1.5265    0.0417   14.68 9000.00 9000.00   36.60    0.4300 9000.00000 9000.00000 9000.000
  1478  365.74    8.314  -18.05    6.0    1.5265    0.0417   14.70 9000.00 9000.00   36.60    0.4300 9000.00000 9000.00000 9000.000
  1480  365.39    8.321  -18.14    6.0    1.5265    0.0418   14.71 9000.00 9000.00   36.60    0.4300 9000.00000 9000.00000 9000.000
  1482  365.06    8.328  -18.23    6.0    1.4863    0.0407   14.72 9000.00 9000.00   36.60    0.4200 9000.00000 9000.00000 9000.000
  1484  364.71    8.335  -18.27    6.0    1.4863    0.0408   14.73 9000.00 9000.00   36.60    0.4200 9000.00000 9000.00000 9000.000
  1486  364.35    8.342  -18.37    6.0    1.4862    0.0408   14.74 9000.00 9000.00   36.58    0.4200 9000.00000 9000.00000 9000.000
  1488  363.98    8.350  -18.47    6.0    1.5264    0.0419   14.75 9000.00 9000.00   36.58    0.4300 9000.00000 9000.00000 9000.000
  1490  363.59    8.358  -18.55    6.0    1.5264    0.0420   14.77 9000.00 9000.00   36.58    0.4300 9000.00000 9000.00000 9000.000
  1492  363.15    8.367  -18.62    6.0    1.5263    0.0420   14.78 9000.00 9000.00   36.57    0.4300 9000.00000 9000.00000 9000.000
  1494  362.73    8.375  -18.64    6.0    1.5263    0.0421   14.80 9000.00 9000.00   36.57    0.4300 9000.00000 9000.00000 9000.000
  1496  362.36    8.383  -18.67    6.0    1.4862    0.0410   14.81 9000.00 9000.00   36.57    0.4200 9000.00000 9000.00000 9000.000
  1498  361.97    8.391  -18.73    6.0    1.4861    0.0411   14.82 9000.00 9000.00   36.56    0.4200 9000.00000 9000.00000 9000.000
  1500  361.62    8.398  -18.79    6.0    1.4861    0.0411   14.83 9000.00 9000.00   36.56    0.4200 9000.00000 9000.00000 9000.000
  1502  361.29    8.405  -18.89    6.0    1.4861    0.0411   14.84 9000.00 9000.00   36.55    0.4200 9000.00000 9000.00000 9000.000
  1504  360.94    8.412  -18.98    6.0    1.4861    0.0412   14.85 9000.00 9000.00   36.55    0.4200 9000.00000 9000.00000 9000.000
  1506  360.59    8.420  -19.02    6.0    1.4861    0.0412   14.86 9000.00 9000.00   36.55    0.4200 9000.00000 9000.00000 9000.000
  1508  360.25    8.427  -19.08    6.0    1.4861    0.0413   14.88 9000.00 9000.00   36.55    0.4200 9000.00000 9000.00000 9000.000
  1510  359.89    8.434  -19.18    6.0    1.4860    0.0413   14.89 9000.00 9000.00   36.55    0.4200 9000.00000 9000.00000 9000.000
  1512  359.54    8.441  -19.26    6.0    1.4860    0.0413   14.90 9000.00 9000.00   36.54    0.4200 9000.00000 9000.00000 9000.000
  1514  359.19    8.448  -19.31    6.0    1.4458    0.0403   14.91 9000.00 9000.00   36.54    0.4100 9000.00000 9000.00000 9000.000
  1516  358.81    8.456  -19.40    6.0    1.4458    0.0403   14.92 9000.00 9000.00   36.54    0.4100 9000.00000 9000.00000 9000.000
  1518  358.44    8.464  -19.49    6.0    1.4458    0.0403   14.93 9000.00 9000.00   36.53    0.4100 9000.00000 9000.00000 9000.000
  1520  358.07    8.472  -19.59    6.0    1.4458    0.0404   14.95 9000.00 9000.00   36.53    0.4100 9000.00000 9000.00000 9000.000
  1522  357.67    8.480  -19.67    6.0    1.4458    0.0404   14.96 9000.00 9000.00   36.53    0.4100 9000.00000 9000.00000 9000.000
  1524  357.29    8.488  -19.74    6.0    1.4457    0.0405   14.97 9000.00 9000.00   36.52    0.4100 9000.00000 9000.00000 9000.000
  1526  356.92    8.495  -19.77    6.0    1.4457    0.0405   14.98 9000.00 9000.00   36.52    0.4100 9000.00000 9000.00000 9000.000
  1528  356.53    8.504  -19.87    6.0    1.4457    0.0405   15.00 9000.00 9000.00   36.51    0.4100 9000.00000 9000.00000 9000.000
  1530  356.18    8.511  -19.94    6.0    1.4457    0.0406   15.01 9000.00 9000.00   36.50    0.4100 9000.00000 9000.00000 9000.000
  1532  355.81    8.519  -19.98    6.0    1.4457    0.0406   15.02 9000.00 9000.00   36.50    0.4100 9000.00000 9000.00000 9000.000
  1534  355.42    8.527  -20.06    6.0    1.4457    0.0407   15.03 9000.00 9000.00   36.50    0.4100 9000.00000 9000.00000 9000.000
  1536  355.02    8.535  -20.20    6.0    1.4456    0.0407   15.04 9000.00 9000.00   36.48    0.4100 9000.00000 9000.00000 9000.000
  1538  354.65    8.543  -20.28    6.0    1.4456    0.0408   15.06 9000.00 9000.00   36.48    0.4100 9000.00000 9000.00000 9000.000
  1540  354.24    8.551  -20.30    6.0    1.4456    0.0408   15.07 9000.00 9000.00   36.48    0.4100 9000.00000 9000.00000 9000.000
  1542  353.85    8.559  -20.36    6.0    1.4455    0.0409   15.08 9000.00 9000.00   36.47    0.4100 9000.00000 9000.00000 9000.000
  1544  353.50    8.567  -20.42    6.0    1.4455    0.0409   15.09 9000.00 9000.00   36.46    0.4100 9000.00000 9000.00000 9000.000
  1546  353.13    8.575  -20.51    6.0    1.4455    0.0409   15.10 9000.00 9000.00   36.46    0.4100 9000.00000 9000.00000 9000.000
  1548  352.73    8.583  -20.60    7.0    1.4454    0.0410   15.12 9000.00 9000.00   36.45    0.4100 9000.00000 9000.00000 9000.000
  1550  352.30    8.592  -20.69    7.0    1.4454    0.0410   15.13 9000.00 9000.00   36.45    0.4100 9000.00000 9000.00000 9000.000
  1552  351.90    8.600  -20.74    7.0    1.4454    0.0411   15.14 9000.00 9000.00   36.45    0.4100 9000.00000 9000.00000 9000.000
  1554  351.51    8.608  -20.82    6.0    1.4454    0.0411   15.16 9000.00 9000.00   36.44    0.4100 9000.00000 9000.00000 9000.000
  1556  351.10    8.617  -20.91    6.0    1.4454    0.0412   15.17 9000.00 9000.00   36.43    0.4100 9000.00000 9000.00000 9000.000
  1558  350.70    8.626  -20.97    6.0    1.4855    0.0424   15.18 9000.00 9000.00   36.43    0.4200 9000.00000 9000.00000 9000.000
  1560  350.34    8.633  -20.99    6.0    1.4855    0.0424   15.20 9000.00 9000.00   36.43    0.4200 9000.00000 9000.00000 9000.000
  1562  349.99    8.641  -21.04    6.0    1.4855    0.0424   15.21 9000.00 9000.00   36.42    0.4200 9000.00000 9000.00000 9000.000
  1564  349.63    8.648  -21.13    6.0    1.4855    0.0425   15.22 9000.00 9000.00   36.43    0.4200 9000.00000 9000.00000 9000.000
  1566  349.26    8.656  -21.20    6.0    1.4854    0.0425   15.23 9000.00 9000.00   36.42    0.4200 9000.00000 9000.00000 9000.000
  1568  348.90    8.663  -21.28    6.0    1.4854    0.0426   15.24 9000.00 9000.00   36.42    0.4200 9000.00000 9000.00000 9000.000
  1570  348.55    8.671  -21.33    6.0    1.4854    0.0426   15.26 9000.00 9000.00   36.41    0.4200 9000.00000 9000.00000 9000.000
  1572  348.20    8.678  -21.36    6.0    1.5255    0.0438   15.27 9000.00 9000.00   36.41    0.4300 9000.00000 9000.00000 9000.000
  1574  347.83    8.686  -21.44    6.0    1.5255    0.0439   15.28 9000.00 9000.00   36.40    0.4300 9000.00000 9000.00000 9000.000
  1576  347.48    8.694  -21.51    6.0    1.5255    0.0439   15.29 9000.00 9000.00   36.40    0.4300 9000.00000 9000.00000 9000.000
  1578  347.10    8.702  -21.56    7.0    1.5254    0.0439   15.31 9000.00 9000.00   36.39    0.4300 9000.00000 9000.00000 9000.000
  1580  346.73    8.710  -21.65    7.0    1.5254    0.0440   15.32 9000.00 9000.00   36.39    0.4300 9000.00000 9000.00000 9000.000
  1582  346.35    8.718  -21.75    7.0    1.5254    0.0440   15.33 9000.00 9000.00   36.38    0.4300 9000.00000 9000.00000 9000.000
  1584  345.98    8.725  -21.83    7.0    1.5254    0.0441   15.34 9000.00 9000.00   36.38    0.4300 9000.00000 9000.00000 9000.000
  1586  345.64    8.733  -21.83    7.0    1.4852    0.0430   15.36 9000.00 9000.00   36.38    0.4200 9000.00000 9000.00000 9000.000
  1588  345.26    8.741  -21.87    7.0    1.4852    0.0430   15.37 9000.00 9000.00   36.37    0.4200 9000.00000 9000.00000 9000.000
  1590  344.86    8.749  -22.01    7.0    1.4851    0.0431   15.38 9000.00 9000.00   36.36    0.4200 9000.00000 9000.00000 9000.000
  1592  344.50    8.757  -22.10    7.0    1.4851    0.0431   15.40 9000.00 9000.00   36.36    0.4200 9000.00000 9000.00000 9000.000
  1594  344.17    8.764  -22.11    7.0    1.4851    0.0432   15.41 9000.00 9000.00   36.36    0.4200 9000.00000 9000.00000 9000.000
  1596  343.83    8.771  -22.17    7.0    1.4851    0.0432   15.42 9000.00 9000.00   36.35    0.4200 9000.00000 9000.00000 9000.000
  1598  343.46    8.779  -22.30    7.0    1.4851    0.0432   15.43 9000.00 9000.00   36.35    0.4200 9000.00000 9000.00000 9000.000
  1600  343.13    8.786  -22.31    7.0    1.4851    0.0433   15.44 9000.00 9000.00   36.35    0.4200 9000.00000 9000.00000 9000.000
  1602  342.80    8.793  -22.34    7.0    1.4449    0.0422   15.45 9000.00 9000.00   36.34    0.4100 9000.00000 9000.00000 9000.000
  1604  342.43    8.801  -22.47    7.0    1.4449    0.0422   15.47 9000.00 9000.00   36.34    0.4100 9000.00000 9000.00000 9000.000
  1606  342.06    8.809  -22.56    7.0    1.4449    0.0422   15.48 9000.00 9000.00   36.34    0.4100 9000.00000 9000.00000 9000.000
  1608  341.70    8.817  -22.58    7.0    1.4449    0.0423   15.49 9000.00 9000.00   36.33    0.4100 9000.00000 9000.00000 9000.000
  1610  341.31    8.825  -22.67    7.0    1.4449    0.0423   15.50 9000.00 9000.00   36.33    0.4100 9000.00000 9000.00000 9000.000
  1612  340.93    8.833  -22.82    7.0    1.4047    0.0412   15.52 9000.00 9000.00   36.32    0.4000 9000.00000 9000.00000 9000.000
  1614  340.54    8.842  -22.92    7.0    1.4047    0.0412   15.53 9000.00 9000.00   36.32    0.4000 9000.00000 9000.00000 9000.000
  1616  340.16    8.850  -22.95    7.0    1.4047    0.0413   15.54 9000.00 9000.00   36.31    0.4000 9000.00000 9000.00000 9000.000
  1618  339.79    8.858  -23.00    7.0    1.4047    0.0413   15.55 9000.00 9000.00   36.32    0.4000 9000.00000 9000.00000 9000.000
  1620  339.42    8.866  -23.02    7.0    1.4047    0.0414   15.56 9000.00 9000.00   36.32    0.4000 9000.00000 9000.00000 9000.000
  1622  339.08    8.873  -23.10    7.0    1.4046    0.0414   15.58 9000.00 9000.00   36.31    0.4000 9000.00000 9000.00000 9000.000
  1624  338.72    8.881  -23.18    7.0    1.4447    0.0427   15.59 9000.00 9000.00   36.30    0.4100 9000.00000 9000.00000 9000.000
  1626  338.36    8.889  -23.25    7.0    1.4447    0.0427   15.60 9000.00 9000.00   36.30    0.4100 9000.00000 9000.00000 9000.000
  1628  338.01    8.896  -23.33    7.0    1.4447    0.0427   15.61 9000.00 9000.00   36.29    0.4100 9000.00000 9000.00000 9000.000
  1630  337.60    8.905  -23.43    7.0    1.4447    0.0428   15.63 9000.00 9000.00   36.29    0.4100 9000.00000 9000.00000 9000.000
  1632  337.15    8.915  -23.51    7.0    1.4447    0.0428   15.64 9000.00 9000.00   36.29    0.4100 9000.00000 9000.00000 9000.000
  1634  336.67    8.925  -23.62    7.0    1.4446    0.0429   15.66 9000.00 9000.00   36.28    0.4100 9000.00000 9000.00000 9000.000
  1636  336.18    8.936  -23.70    7.0    1.4446    0.0430   15.67 9000.00 9000.00   36.28    0.4100 9000.00000 9000.00000 9000.000
  1638  335.75    8.945  -23.66    7.0    1.4446    0.0430   15.69 9000.00 9000.00   36.27    0.4100 9000.00000 9000.00000 9000.000
  1640  335.36    8.954  -23.73    6.0    1.4847    0.0443   15.70 9000.00 9000.00   36.27    0.4200 9000.00000 9000.00000 9000.000
  1642  334.93    8.963  -23.86    6.0    1.4847    0.0443   15.72 9000.00 9000.00   36.26    0.4200 9000.00000 9000.00000 9000.000
  1644  334.44    8.974  -23.91    6.0    1.4847    0.0444   15.73 9000.00 9000.00   36.26    0.4200 9000.00000 9000.00000 9000.000
