36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Fri Oct 14 14:50:20 2022
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20200115
Launch Time (UT)                  : 07:41:05
Burst Pressure (hPa)              : 6.95
Integrated O3 to end of data (DU) : 203.76
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : N2643160
Geom. Press. Offset Correction    : Yes
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 1Z33320
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 29.700
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
  1510  389.33    7.829  -16.42   21.0    1.9206    0.0493   14.39   87.00   10.60   33.16    0.5400   -1.34190   36.65650 9000.000
  1512  388.91    7.837  -16.51   21.0    1.9205    0.0494   14.41   87.00   10.60   33.15    0.5400   -1.34190   36.65630 9000.000
  1514  388.51    7.845  -16.60   22.0    1.9205    0.0494   14.42   86.00   10.60   33.14    0.5400   -1.34190   36.65610 9000.000
  1516  388.12    7.853  -16.63   22.0    1.9204    0.0495   14.44   86.00   10.60   33.13    0.5400   -1.34190   36.65590 9000.000
  1518  387.73    7.860  -16.69   22.0    1.9204    0.0495   14.45   86.00   10.60   33.12    0.5400   -1.34200   36.65570 9000.000
  1520  387.37    7.867  -16.76   23.0    1.9204    0.0496   14.47   86.00   10.60   33.12    0.5400   -1.34200   36.65560 9000.000
  1522  387.00    7.874  -16.84   23.0    1.9202    0.0496   14.48   86.00   10.60   33.10    0.5400   -1.34200   36.65540 9000.000
  1524  386.63    7.882  -16.87   23.0    1.8810    0.0487   14.50   86.00   10.60   33.09    0.5300   -1.34200   36.65520 9000.000
  1526  386.26    7.889  -16.90   23.0    1.8810    0.0487   14.51   86.00   10.60   33.09    0.5300   -1.34200   36.65500 9000.000
  1528  385.91    7.896  -17.00   23.0    1.8809    0.0487   14.53   86.00   10.60   33.08    0.5300   -1.34210   36.65480 9000.000
  1530  385.54    7.903  -17.07   23.0    1.8809    0.0488   14.54   86.00   10.60   33.07    0.5300   -1.34210   36.65460 9000.000
  1532  385.17    7.910  -17.13   23.0    1.8808    0.0488   14.55   86.00   10.60   33.06    0.5300   -1.34210   36.65440 9000.000
  1534  384.80    7.917  -17.24   23.0    1.8808    0.0489   14.57   86.00   10.60   33.06    0.5300   -1.34210   36.65430 9000.000
  1536  384.42    7.924  -17.31   23.0    1.8808    0.0489   14.58   86.00   10.60   33.05    0.5300   -1.34210   36.65410 9000.000
  1538  384.04    7.932  -17.31   22.0    1.8807    0.0490   14.60   86.00   10.60   33.04    0.5300   -1.34210   36.65380 9000.000
  1540  383.66    7.939  -17.36   22.0    1.8807    0.0490   14.61   86.00   10.50   33.04    0.5300   -1.34210   36.65370 9000.000
  1542  383.31    7.946  -17.45   22.0    1.8806    0.0491   14.63   86.00   10.40   33.03    0.5300   -1.34210   36.65350 9000.000
  1544  382.95    7.953  -17.50   22.0    1.8806    0.0491   14.64   87.00   10.30   33.03    0.5300   -1.34220   36.65330 9000.000
  1546  382.58    7.960  -17.58   22.0    1.8414    0.0481   14.65   87.00   10.20   33.02    0.5200   -1.34220   36.65310 9000.000
  1548  382.19    7.968  -17.67   21.0    1.8413    0.0482   14.67   87.00   10.10   33.01    0.5200   -1.34220   36.65290 9000.000
  1550  381.81    7.976  -17.72   21.0    1.8413    0.0482   14.68   88.00    9.90   33.01    0.5200   -1.34220   36.65280 9000.000
  1552  381.43    7.983  -17.78   21.0    1.8413    0.0483   14.70   88.00    9.80   33.00    0.5200   -1.34220   36.65260 9000.000
  1554  381.06    7.990  -17.81   21.0    1.8413    0.0483   14.71   89.00    9.60   33.01    0.5200   -1.34220   36.65240 9000.000
  1556  380.70    7.997  -17.86   20.0    1.8412    0.0484   14.73   89.00    9.40   33.00    0.5200   -1.34220   36.65220 9000.000
  1558  380.32    8.005  -17.88   19.0    1.8021    0.0474   14.74   90.00    9.20   33.00    0.5100   -1.34220   36.65210 9000.000
  1560  379.91    8.013  -17.82   17.0    1.8020    0.0474   14.76   91.00    9.00   32.99    0.5100   -1.34220   36.65180 9000.000
  1562  379.51    8.021  -17.78   16.0    1.7628    0.0464   14.77   91.00    8.80   32.98    0.5000   -1.34220   36.65170 9000.000
  1564  379.10    8.029  -17.88   15.0    1.7627    0.0465   14.79   92.00    8.60   32.97    0.5000   -1.34220   36.65160 9000.000
  1566  378.70    8.037  -17.94   14.0    1.7627    0.0465   14.80   93.00    8.40   32.97    0.5000   -1.34220   36.65140 9000.000
  1568  378.32    8.044  -17.91   13.0    1.7235    0.0456   14.81   94.00    8.30   32.97    0.4900   -1.34220   36.65130 9000.000
  1570  377.91    8.052  -17.90   11.0    1.7235    0.0456   14.83   95.00    8.20   32.96    0.4900   -1.34220   36.65120 9000.000
  1572  377.45    8.061  -17.99   11.0    1.7234    0.0457   14.85   96.00    8.00   32.95    0.4900   -1.34220   36.65100 9000.000
  1574  377.01    8.070  -18.06   10.0    1.7234    0.0457   14.86   97.00    7.90   32.95    0.4900   -1.34220   36.65090 9000.000
  1576  376.65    8.077  -18.01   10.0    1.7234    0.0458   14.87   98.00    7.90   32.94    0.4900   -1.34210   36.65070 9000.000
  1578  376.27    8.085  -18.06   10.0    1.7234    0.0458   14.89   99.00    7.80   32.94    0.4900   -1.34210   36.65060 9000.000
  1580  375.87    8.093  -18.13   11.0    1.7626    0.0469   14.90   99.00    7.80   32.94    0.5000   -1.34210   36.65050 9000.000
  1582  375.49    8.100  -18.23   11.0    1.7624    0.0469   14.92  100.00    7.70   32.92    0.5000   -1.34210   36.65030 9000.000
  1584  375.13    8.107  -18.30   11.0    1.8016    0.0480   14.93  101.00    7.70   32.91    0.5100   -1.34200   36.65020 9000.000
  1586  374.77    8.115  -18.34   12.0    1.8016    0.0481   14.94  101.00    7.70   32.91    0.5100   -1.34200   36.65010 9000.000
  1588  374.44    8.121  -18.41   12.0    1.7623    0.0471   14.96  101.00    7.70   32.89    0.5000   -1.34200   36.65000 9000.000
  1590  374.09    8.128  -18.47   12.0    1.7622    0.0471   14.97  102.00    7.70   32.88    0.5000   -1.34190   36.64980 9000.000
  1592  373.72    8.135  -18.53   12.0    1.7622    0.0472   14.98  102.00    7.60   32.87    0.5000   -1.34190   36.64970 9000.000
  1594  373.35    8.143  -18.60   13.0    1.7622    0.0472   15.00  102.00    7.60   32.87    0.5000   -1.34190   36.64950 9000.000
  1596  372.99    8.150  -18.63   13.0    1.7621    0.0472   15.01  102.00    7.60   32.86    0.5000   -1.34180   36.64940 9000.000
  1598  372.63    8.157  -18.67   13.0    1.7621    0.0473   15.02  102.00    7.60   32.85    0.5000   -1.34180   36.64930 9000.000
  1600  372.25    8.165  -18.73   14.0    1.7229    0.0463   15.04  102.00    7.60   32.85    0.4900   -1.34180   36.64910 9000.000
  1602  371.89    8.172  -18.76   14.0    1.7229    0.0463   15.05  102.00    7.60   32.84    0.4900   -1.34180   36.64900 9000.000
  1604  371.54    8.179  -18.81   14.0    1.7228    0.0464   15.06  101.00    7.70   32.83    0.4900   -1.34170   36.64890 9000.000
  1606  371.17    8.186  -18.88   14.0    1.7227    0.0464   15.08  101.00    7.70   32.82    0.4900   -1.34170   36.64870 9000.000
  1608  370.80    8.194  -18.91   14.0    1.6835    0.0454   15.09  101.00    7.80   32.81    0.4800   -1.34170   36.64860 9000.000
  1610  370.45    8.201  -18.93   13.0    1.6835    0.0454   15.10  101.00    7.90   32.82    0.4800   -1.34170   36.64850 9000.000
  1612  370.11    8.208  -19.03   13.0    1.6835    0.0455   15.12  101.00    8.00   32.81    0.4800   -1.34160   36.64830 9000.000
  1614  369.76    8.215  -19.14   13.0    1.6834    0.0455   15.13  101.00    8.10   32.80    0.4800   -1.34160   36.64820 9000.000
  1616  369.38    8.222  -19.22   13.0    1.6834    0.0456   15.14  101.00    8.20   32.80    0.4800   -1.34160   36.64810 9000.000
  1618  368.99    8.230  -19.27   14.0    1.6834    0.0456   15.16  101.00    8.40   32.80    0.4800   -1.34150   36.64790 9000.000
  1620  368.61    8.238  -19.31   15.0    1.6834    0.0457   15.17  101.00    8.50   32.80    0.4800   -1.34150   36.64780 9000.000
  1622  368.24    8.245  -19.30   15.0    1.6442    0.0446   15.18  101.00    8.70   32.78    0.4700   -1.34150   36.64760 9000.000
  1624  367.89    8.252  -19.35   16.0    1.6441    0.0447   15.19  101.00    8.90   32.77    0.4700   -1.34150   36.64740 9000.000
  1626  367.53    8.260  -19.45   17.0    1.6441    0.0447   15.21  102.00    9.00   32.76    0.4700   -1.34140   36.64720 9000.000
  1628  367.17    8.267  -19.50   17.0    1.6440    0.0448   15.22  102.00    9.20   32.74    0.4700   -1.34140   36.64710 9000.000
  1630  366.82    8.274  -19.52   17.0    1.6440    0.0448   15.23  102.00    9.30   32.74    0.4700   -1.34130   36.64690 9000.000
  1632  366.45    8.282  -19.63   18.0    1.6048    0.0438   15.25  102.00    9.50   32.74    0.4600   -1.34130   36.64670 9000.000
  1634  366.06    8.290  -19.72   18.0    1.5657    0.0428   15.26  103.00    9.60   32.74    0.4500   -1.34130   36.64660 9000.000
  1636  365.68    8.297  -19.79   19.0    1.5656    0.0428   15.27  103.00    9.70   32.73    0.4500   -1.34120   36.64640 9000.000
  1638  365.31    8.305  -19.81   20.0    1.5265    0.0418   15.28  103.00    9.80   32.72    0.4400   -1.34120   36.64620 9000.000
  1640  364.96    8.312  -19.85   21.0    1.5264    0.0418   15.30  103.00    9.90   32.71    0.4400   -1.34120   36.64600 9000.000
  1642  364.63    8.319  -19.86   21.0    1.4873    0.0408   15.31  104.00   10.00   32.71    0.4300   -1.34110   36.64590 9000.000
  1644  364.30    8.325  -19.91   22.0    1.4872    0.0408   15.32  104.00   10.10   32.70    0.4300   -1.34110   36.64570 9000.000
  1646  363.93    8.333  -20.00   23.0    1.4480    0.0398   15.33  105.00   10.20   32.69    0.4200   -1.34100   36.64550 9000.000
  1648  363.55    8.341  -20.10   23.0    1.4480    0.0398   15.34  105.00   10.30   32.69    0.4200   -1.34100   36.64530 9000.000
  1650  363.14    8.349  -20.13   24.0    1.4089    0.0388   15.35  106.00   10.40   32.68    0.4100   -1.34090   36.64520 9000.000
  1652  362.69    8.358  -20.14   26.0    1.4088    0.0388   15.37  106.00   10.50   32.67    0.4100   -1.34090   36.64500 9000.000
  1654  362.26    8.367  -20.25   27.0    1.3696    0.0378   15.38  107.00   10.60   32.66    0.4000   -1.34080   36.64480 9000.000
  1656  361.84    8.375  -20.40   28.0    1.3696    0.0379   15.39  107.00   10.60   32.65    0.4000   -1.34080   36.64460 9000.000
  1658  361.40    8.384  -20.48   29.0    1.2913    0.0357   15.41  108.00   10.70   32.64    0.3800   -1.34080   36.64440 9000.000
  1660  360.97    8.393  -20.51   29.0    1.2913    0.0358   15.42  108.00   10.80   32.64    0.3800   -1.34070   36.64430 9000.000
  1662  360.55    8.402  -20.58   29.0    1.2521    0.0347   15.43  109.00   10.80   32.62    0.3700   -1.34060   36.64410 9000.000
  1664  360.14    8.410  -20.67   29.0    1.2129    0.0337   15.44  109.00   10.90   32.61    0.3600   -1.34050   36.64390 9000.000
  1666  359.70    8.419  -20.82   29.0    1.1738    0.0326   15.45  109.00   10.90   32.61    0.3500   -1.34040   36.64370 9000.000
  1668  359.26    8.428  -20.89   30.0    1.1738    0.0327   15.46  110.00   11.00   32.61    0.3500   -1.34040   36.64350 9000.000
  1670  358.87    8.436  -20.91   30.0    1.1346    0.0316   15.47  110.00   11.00   32.60    0.3400   -1.34030   36.64330 9000.000
  1672  358.50    8.444  -20.99   30.0    1.0955    0.0306   15.48  111.00   11.10   32.60    0.3300   -1.34020   36.64310 9000.000
  1674  358.15    8.451  -21.09   30.0    1.0954    0.0306   15.49  111.00   11.10   32.59    0.3300   -1.34020   36.64290 9000.000
  1676  357.79    8.459  -21.14   31.0    1.0563    0.0295   15.50  111.00   11.10   32.58    0.3200   -1.34010   36.64280 9000.000
  1678  357.42    8.466  -21.15   31.0    1.0563    0.0296   15.51  112.00   11.20   32.58    0.3200   -1.34000   36.64260 9000.000
  1680  357.03    8.474  -21.23   30.0    1.0563    0.0296   15.52  112.00   11.20   32.58    0.3200   -1.33990   36.64240 9000.000
  1682  356.68    8.482  -21.32   30.0    1.0563    0.0296   15.53  113.00   11.30   32.57    0.3200   -1.33990   36.64220 9000.000
  1684  356.33    8.489  -21.41   30.0    1.0562    0.0296   15.53  113.00   11.30   32.56    0.3200   -1.33980   36.64200 9000.000
  1686  355.98    8.496  -21.50   30.0    1.0171    0.0286   15.54  113.00   11.40   32.55    0.3100   -1.33970   36.64180 9000.000
  1688  355.63    8.503  -21.60   30.0    1.0170    0.0286   15.55  114.00   11.40   32.54    0.3100   -1.33960   36.64170 9000.000
  1690  355.27    8.511  -21.70   30.0    1.0170    0.0286   15.56  114.00   11.50   32.54    0.3100   -1.33960   36.64150 9000.000
  1692  354.91    8.518  -21.79   30.0    1.0170    0.0287   15.57  114.00   11.50   32.53    0.3100   -1.33950   36.64130 9000.000
  1694  354.58    8.525  -21.82   30.0    0.9779    0.0276   15.57  115.00   11.60   32.52    0.3000   -1.33940   36.64110 9000.000
  1696  354.26    8.532  -21.87   30.0    0.9779    0.0276   15.58  115.00   11.60   32.52    0.3000   -1.33930   36.64100 9000.000
  1698  353.87    8.540  -21.95   30.0    0.9778    0.0276   15.59  116.00   11.70   32.51    0.3000   -1.33930   36.64080 9000.000
  1700  353.48    8.548  -21.97   30.0    0.9778    0.0277   15.60  116.00   11.70   32.51    0.3000   -1.33910   36.64060 9000.000
  1702  353.13    8.555  -21.97   30.0    0.9778    0.0277   15.60  117.00   11.80   32.51    0.3000   -1.33900   36.64040 9000.000
  1704  352.76    8.563  -21.97   29.0    0.9778    0.0277   15.61  117.00   11.80   32.50    0.3000   -1.33900   36.64020 9000.000
  1706  352.38    8.571  -21.97   29.0    0.9778    0.0277   15.62  118.00   11.90   32.49    0.3000   -1.33890   36.64000 9000.000
  1708  352.03    8.578  -22.02   29.0    0.9778    0.0278   15.63  119.00   11.90   32.49    0.3000   -1.33870   36.63980 9000.000
  1710  351.70    8.585  -22.09   28.0    0.9386    0.0267   15.64  119.00   12.00   32.47    0.2900   -1.33860   36.63960 9000.000
  1712  351.35    8.592  -22.19   28.0    0.9386    0.0267   15.64  120.00   12.10   32.46    0.2900   -1.33860   36.63950 9000.000
  1714  351.00    8.600  -22.21   29.0    0.9386    0.0267   15.65  120.00   12.10   32.46    0.2900   -1.33840   36.63930 9000.000
  1716  350.64    8.607  -22.23   28.0    0.9385    0.0268   15.66  121.00   12.20   32.45    0.2900   -1.33830   36.63910 9000.000
  1718  350.29    8.615  -22.31   28.0    0.9385    0.0268   15.67  122.00   12.30   32.44    0.2900   -1.33820   36.63890 9000.000
  1720  349.97    8.621  -22.38   29.0    0.9385    0.0268   15.67  122.00   12.40   32.43    0.2900   -1.33810   36.63870 9000.000
  1722  349.65    8.628  -22.37   28.0    0.9385    0.0268   15.68  123.00   12.50   32.44    0.2900   -1.33790   36.63850 9000.000
  1724  349.33    8.635  -22.41   28.0    0.9384    0.0269   15.69  123.00   12.60   32.42    0.2900   -1.33780   36.63830 9000.000
  1726  349.01    8.642  -22.44   28.0    0.9384    0.0269   15.69  124.00   12.70   32.42    0.2900   -1.33770   36.63820 9000.000
  1728  348.63    8.649  -22.46   28.0    0.9384    0.0269   15.70  124.00   12.90   32.42    0.2900   -1.33750   36.63800 9000.000
  1730  348.24    8.658  -22.48   28.0    0.9384    0.0269   15.71  125.00   13.00   32.42    0.2900   -1.33740   36.63770 9000.000
  1732  347.85    8.666  -22.52   28.0    0.9384    0.0270   15.72  125.00   13.10   32.41    0.2900   -1.33720   36.63750 9000.000
  1734  347.48    8.674  -22.58   28.0    0.9383    0.0270   15.73  125.00   13.30   32.38    0.2900   -1.33710   36.63740 9000.000
  1736  347.12    8.681  -22.54   28.0    0.9383    0.0270   15.73  126.00   13.40   32.38    0.2900   -1.33700   36.63720 9000.000
  1738  346.80    8.688  -22.57   28.0    0.9383    0.0271   15.74  126.00   13.60   32.37    0.2900   -1.33680   36.63700 9000.000
  1740  346.47    8.695  -22.67   28.0    0.8992    0.0260   15.75  126.00   13.80   32.36    0.2800   -1.33660   36.63680 9000.000
  1742  346.12    8.703  -22.77   28.0    0.8991    0.0260   15.75  127.00   13.90   32.34    0.2800   -1.33650   36.63660 9000.000
  1744  345.76    8.710  -22.82   28.0    0.8991    0.0260   15.76  127.00   14.10   32.34    0.2800   -1.33640   36.63630 9000.000
  1746  345.40    8.718  -22.87   28.0    0.8991    0.0260   15.77  127.00   14.20   32.33    0.2800   -1.33620   36.63610 9000.000
  1748  345.07    8.725  -22.84   28.0    0.8990    0.0261   15.78  127.00   14.40   32.32    0.2800   -1.33600   36.63590 9000.000
  1750  344.74    8.732  -22.84   28.0    0.8990    0.0261   15.78  127.00   14.50   32.31    0.2800   -1.33590   36.63570 9000.000
  1752  344.40    8.739  -22.88   28.0    0.8990    0.0261   15.79  127.00   14.60   32.30    0.2800   -1.33570   36.63550 9000.000
  1754  344.08    8.746  -22.93   29.0    0.8989    0.0261   15.80  127.00   14.80   32.28    0.2800   -1.33550   36.63530 9000.000
  1756  343.74    8.753  -22.94   30.0    0.8989    0.0262   15.80  127.00   14.90   32.27    0.2800   -1.33540   36.63510 9000.000
  1758  343.43    8.760  -22.92   30.0    0.8989    0.0262   15.81  127.00   15.00   32.26    0.2800   -1.33520   36.63490 9000.000
  1760  343.10    8.767  -22.90   30.0    0.8988    0.0262   15.82  126.00   15.10   32.25    0.2800   -1.33500   36.63470 9000.000
  1762  342.76    8.774  -22.93   30.0    0.8988    0.0262   15.82  126.00   15.20   32.24    0.2800   -1.33490   36.63450 9000.000
  1764  342.44    8.781  -22.89   29.0    0.8988    0.0262   15.83  126.00   15.40   32.24    0.2800   -1.33480   36.63430 9000.000
  1766  342.12    8.788  -22.79   29.0    0.8988    0.0263   15.84  126.00   15.50   32.24    0.2800   -1.33450   36.63400 9000.000
  1768  341.79    8.795  -22.83   26.0    0.8988    0.0263   15.84  125.00   15.60   32.23    0.2800   -1.33440   36.63380 9000.000
  1770  341.49    8.801  -22.84   24.0    0.8988    0.0263   15.85  125.00   15.70   32.23    0.2800   -1.33430   36.63360 9000.000
  1772  341.19    8.808  -22.83   22.0    0.8987    0.0263   15.86  125.00   15.90   32.21    0.2800   -1.33410   36.63340 9000.000
  1774  340.89    8.814  -22.69   21.0    0.8987    0.0264   15.86  124.00   16.00   32.21    0.2800   -1.33390   36.63310 9000.000
  1776  340.59    8.821  -22.66   20.0    0.8987    0.0264   15.87  124.00   16.10   32.21    0.2800   -1.33370   36.63290 9000.000
  1778  340.25    8.828  -22.67   20.0    0.8987    0.0264   15.88  124.00   16.20   32.19    0.2800   -1.33360   36.63260 9000.000
  1780  339.93    8.835  -22.61   21.0    0.8987    0.0264   15.88  124.00   16.30   32.19    0.2800   -1.33340   36.63240 9000.000
  1782  339.64    8.841  -22.56   22.0    0.8986    0.0265   15.89  123.00   16.40   32.19    0.2800   -1.33320   36.63210 9000.000
  1784  339.34    8.847  -22.56   24.0    0.8986    0.0265   15.89  123.00   16.40   32.18    0.2800   -1.33310   36.63190 9000.000
  1786  339.04    8.854  -22.56   25.0    0.8986    0.0265   15.90  123.00   16.50   32.17    0.2800   -1.33290   36.63160 9000.000
  1788  338.75    8.860  -22.60   26.0    0.8986    0.0265   15.91  123.00   16.50   32.16    0.2800   -1.33270   36.63140 9000.000
  1790  338.46    8.866  -22.67   27.0    0.8595    0.0254   15.91  123.00   16.60   32.16    0.2700   -1.33260   36.63110 9000.000
  1792  338.18    8.873  -22.71   28.0    0.8595    0.0254   15.92  122.00   16.60   32.15    0.2700   -1.33240   36.63090 9000.000
  1794  337.90    8.879  -22.74   29.0    0.8594    0.0254   15.92  122.00   16.60   32.14    0.2700   -1.33230   36.63060 9000.000
  1796  337.58    8.886  -22.78   29.0    0.8594    0.0255   15.93  122.00   16.50   32.14    0.2700   -1.33210   36.63030 9000.000
  1798  337.26    8.893  -22.76   28.0    0.8594    0.0255   15.94  122.00   16.50   32.13    0.2700   -1.33200   36.63010 9000.000
  1800  336.94    8.899  -22.64   26.0    0.8594    0.0255   15.94  121.00   16.50   32.13    0.2700   -1.33180   36.62990 9000.000
  1802  336.61    8.907  -22.58   23.0    0.8594    0.0255   15.95  121.00   16.50   32.11    0.2700   -1.33160   36.62960 9000.000
  1804  336.30    8.913  -22.66   22.0    0.8594    0.0256   15.96  121.00   16.40   32.11    0.2700   -1.33150   36.62940 9000.000
  1806  335.98    8.920  -22.74   21.0    0.8203    0.0244   15.96  121.00   16.40   32.11    0.2600   -1.33140   36.62910 9000.000
  1808  335.68    8.927  -22.77   21.0    0.8203    0.0244   15.97  121.00   16.40   32.10    0.2600   -1.33120   36.62890 9000.000
  1810  335.40    8.933  -22.82   20.0    0.8202    0.0245   15.97  120.00   16.30   32.09    0.2600   -1.33100   36.62860 9000.000
  1812  335.08    8.940  -22.91   20.0    0.8202    0.0245   15.98  120.00   16.30   32.08    0.2600   -1.33090   36.62840 9000.000
  1814  334.76    8.947  -23.03   21.0    0.8202    0.0245   15.99  120.00   16.30   32.07    0.2600   -1.33080   36.62810 9000.000
  1816  334.46    8.954  -23.07   21.0    0.8202    0.0245   15.99  120.00   16.30   32.06    0.2600   -1.33060   36.62780 9000.000
  1818  334.17    8.960  -23.09   21.0    0.8201    0.0245   16.00  120.00   16.20   32.05    0.2600   -1.33050   36.62760 9000.000
  1820  333.86    8.967  -23.18   20.0    0.8201    0.0246   16.00  120.00   16.20   32.04    0.2600   -1.33030   36.62740 9000.000
  1822  333.53    8.974  -23.24   20.0    0.8201    0.0246   16.01  120.00   16.20   32.03    0.2600   -1.33020   36.62710 9000.000
  1824  333.20    8.981  -23.25   20.0    0.8201    0.0246   16.02  120.00   16.20   32.02    0.2600   -1.33000   36.62680 9000.000
  1826  332.90    8.988  -23.26   20.0    0.8591    0.0258   16.02  119.00   16.10   32.02    0.2700   -1.32990   36.62660 9000.000
  1828  332.59    8.995  -23.32   19.0    0.8200    0.0247   16.03  119.00   16.10   32.01    0.2600   -1.32980   36.62640 9000.000
  1830  332.27    9.002  -23.37   19.0    0.8591    0.0259   16.03  119.00   16.10   32.00    0.2700   -1.32960   36.62610 9000.000
  1832  331.96    9.009  -23.42   19.0    0.8200    0.0247   16.04  119.00   16.10   32.00    0.2600   -1.32940   36.62580 9000.000
  1834  331.65    9.015  -23.52   19.0    0.8590    0.0259   16.05  119.00   16.00   31.99    0.2700   -1.32930   36.62560 9000.000
  1836  331.34    9.022  -23.62   19.0    0.8590    0.0259   16.05  119.00   16.00   31.99    0.2700   -1.32920   36.62540 9000.000
  1838  331.01    9.030  -23.60   18.0    0.8590    0.0260   16.06  119.00   16.00   31.98    0.2700   -1.32900   36.62510 9000.000
  1840  330.70    9.036  -23.66   18.0    0.8590    0.0260   16.07  119.00   16.00   31.97    0.2700   -1.32890   36.62480 9000.000
  1842  330.39    9.043  -23.78   17.0    0.8590    0.0260   16.07  119.00   15.90   31.96    0.2700   -1.32880   36.62460 9000.000
  1844  330.06    9.050  -23.85   17.0    0.8589    0.0260   16.08  119.00   15.90   31.95    0.2700   -1.32870   36.62430 9000.000
  1846  329.75    9.057  -23.81   17.0    0.8589    0.0260   16.09  120.00   15.90   31.95    0.2700   -1.32850   36.62410 9000.000
  1848  329.45    9.064  -23.86   16.0    0.8589    0.0261   16.09  120.00   15.80   31.94    0.2700   -1.32830   36.62390 9000.000
  1850  329.15    9.071  -23.94   16.0    0.8588    0.0261   16.10  120.00   15.80   31.93    0.2700   -1.32820   36.62360 9000.000
  1852  328.86    9.077  -24.00   16.0    0.8588    0.0261   16.10  120.00   15.70   31.92    0.2700   -1.32810   36.62330 9000.000
  1854  328.57    9.083  -24.00   16.0    0.8588    0.0261   16.11  120.00   15.70   31.91    0.2700   -1.32790   36.62310 9000.000
  1856  328.29    9.090  -24.04   16.0    0.8588    0.0262   16.12  120.00   15.60   31.90    0.2700   -1.32770   36.62290 9000.000
  1858  328.00    9.096  -24.08   16.0    0.8588    0.0262   16.12  120.00   15.60   31.90    0.2700   -1.32760   36.62270 9000.000
  1860  327.70    9.103  -24.15   16.0    0.8587    0.0262   16.13  120.00   15.50   31.89    0.2700   -1.32750   36.62240 9000.000
  1862  327.40    9.109  -24.23   16.0    0.8587    0.0262   16.13  120.00   15.50   31.88    0.2700   -1.32730   36.62220 9000.000
  1864  327.08    9.117  -24.28   16.0    0.8587    0.0263   16.14  120.00   15.40   31.87    0.2700   -1.32720   36.62190 9000.000
  1866  326.77    9.124  -24.32   16.0    0.8587    0.0263   16.15  120.00   15.40   31.86    0.2700   -1.32710   36.62170 9000.000
  1868  326.46    9.130  -24.38   16.0    0.8587    0.0263   16.15  119.00   15.40   31.86    0.2700   -1.32690   36.62140 9000.000
  1870  326.13    9.138  -24.47   16.0    0.8586    0.0263   16.16  119.00   15.30   31.84    0.2700   -1.32680   36.62120 9000.000
  1872  325.81    9.145  -24.57   17.0    0.8586    0.0264   16.17  119.00   15.30   31.83    0.2700   -1.32670   36.62100 9000.000
  1874  325.49    9.152  -24.62   17.0    0.8585    0.0264   16.17  119.00   15.30   31.82    0.2700   -1.32650   36.62070 9000.000
  1876  325.19    9.159  -24.69   17.0    0.8585    0.0264   16.18  118.00   15.30   31.81    0.2700   -1.32640   36.62050 9000.000
  1878  324.87    9.166  -24.79   17.0    0.8585    0.0264   16.19  118.00   15.30   31.81    0.2700   -1.32630   36.62030 9000.000
  1880  324.57    9.173  -24.84   17.0    0.8585    0.0265   16.19  118.00   15.40   31.80    0.2700   -1.32610   36.62000 9000.000
  1882  324.26    9.180  -24.86   17.0    0.8585    0.0265   16.20  117.00   15.40   31.80    0.2700   -1.32600   36.61970 9000.000
  1884  323.93    9.187  -24.92   17.0    0.8585    0.0265   16.21  117.00   15.40   31.79    0.2700   -1.32590   36.61950 9000.000
  1886  323.64    9.194  -24.98   17.0    0.8584    0.0265   16.21  117.00   15.50   31.78    0.2700   -1.32570   36.61930 9000.000
  1888  323.34    9.200  -25.04   17.0    0.8584    0.0265   16.22  117.00   15.50   31.77    0.2700   -1.32560   36.61900 9000.000
  1890  323.02    9.208  -25.10   18.0    0.8584    0.0266   16.23  117.00   15.60   31.76    0.2700   -1.32550   36.61870 9000.000
  1892  322.70    9.215  -25.15   18.0    0.8584    0.0266   16.23  116.00   15.60   31.75    0.2700   -1.32540   36.61850 9000.000
  1894  322.40    9.222  -25.24   18.0    0.8583    0.0266   16.24  116.00   15.70   31.74    0.2700   -1.32530   36.61830 9000.000
  1896  322.10    9.228  -25.28   18.0    0.8583    0.0266   16.25  116.00   15.70   31.73    0.2700   -1.32520   36.61800 9000.000
